i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
18,2.160500E+00,8.765114E-01,4.565868E-01,6.876590E-01,-3.684866E-01,-1.184866E-01,ds/dt,5.390000E-01,9.500000E-02,2.020351E-02,-2.020351E-02,mub/GeV2
19,2.203500E+00,9.019873E-01,5.053041E-01,9.451487E-01,-1.517433E-01,-1.017433E-01,ds/dt,9.090000E-01,5.200000E-02,3.407235E-02,-3.407235E-02,mub/GeV2
20,2.203500E+00,9.019873E-01,5.053041E-01,8.354462E-01,-2.517433E-01,-1.017433E-01,ds/dt,5.880000E-01,5.700000E-02,2.204020E-02,-2.204020E-02,mub/GeV2
21,2.203500E+00,9.019873E-01,5.053041E-01,7.257436E-01,-3.517433E-01,-1.017433E-01,ds/dt,3.900000E-01,6.700000E-02,1.461850E-02,-1.461850E-02,mub/GeV2
22,2.203500E+00,9.019873E-01,5.053041E-01,6.160410E-01,-4.517433E-01,-1.017433E-01,ds/dt,3.400000E-01,8.200000E-02,1.274433E-02,-1.274433E-02,mub/GeV2
23,2.246000E+00,9.270173E-01,5.500540E-01,9.509717E-01,-1.385719E-01,-8.857185E-02,ds/dt,7.560000E-01,4.000000E-02,2.833740E-02,-2.833740E-02,mub/GeV2
24,2.246000E+00,9.270173E-01,5.500540E-01,8.529151E-01,-2.385719E-01,-8.857185E-02,ds/dt,5.410000E-01,4.400000E-02,2.027848E-02,-2.027848E-02,mub/GeV2
25,2.246000E+00,9.270173E-01,5.500540E-01,7.548585E-01,-3.385719E-01,-8.857185E-02,ds/dt,4.650000E-01,5.400000E-02,1.742975E-02,-1.742975E-02,mub/GeV2
26,2.246000E+00,9.270173E-01,5.500540E-01,6.568019E-01,-4.385719E-01,-8.857185E-02,ds/dt,2.660000E-01,5.700000E-02,9.970566E-03,-9.970566E-03,mub/GeV2
27,2.246000E+00,9.270173E-01,5.500540E-01,5.587453E-01,-5.385719E-01,-8.857185E-02,ds/dt,2.620000E-01,7.000000E-02,9.820632E-03,-9.820632E-03,mub/GeV2
28,2.287500E+00,9.513228E-01,5.912271E-01,9.555514E-01,-1.280641E-01,-7.806413E-02,ds/dt,7.940000E-01,4.100000E-02,2.976176E-02,-2.976176E-02,mub/GeV2
29,2.287500E+00,9.513228E-01,5.912271E-01,8.666543E-01,-2.280641E-01,-7.806413E-02,ds/dt,5.470000E-01,4.200000E-02,2.050338E-02,-2.050338E-02,mub/GeV2
30,2.287500E+00,9.513228E-01,5.912271E-01,7.777572E-01,-3.280641E-01,-7.806413E-02,ds/dt,4.060000E-01,4.700000E-02,1.521823E-02,-1.521823E-02,mub/GeV2
31,2.287500E+00,9.513228E-01,5.912271E-01,6.888600E-01,-4.280641E-01,-7.806413E-02,ds/dt,2.250000E-01,4.700000E-02,8.433749E-03,-8.433749E-03,mub/GeV2
32,2.287500E+00,9.513228E-01,5.912271E-01,5.999629E-01,-5.280641E-01,-7.806413E-02,ds/dt,1.660000E-01,5.100000E-02,6.222233E-03,-6.222233E-03,mub/GeV2
