W,q,Q,cth,t,ds,stat,syst+,syst-,obs,unit,experiment
1.985000E+00,7.707483E-01,1.638216E-01,6.200000E-01,-3.957899E-01,9.030000E-02,1.080000E-02,1.024905E-02,1.024905E-02,ds/dcth,mb,clas2013
1.985000E+00,7.707483E-01,1.638216E-01,6.700000E-01,-3.831633E-01,8.470000E-02,1.080000E-02,9.613450E-03,9.613450E-03,ds/dcth,mb,clas2013
1.985000E+00,7.707483E-01,1.638216E-01,7.200000E-01,-3.705368E-01,9.930000E-02,1.280000E-02,1.127055E-02,1.127055E-02,ds/dcth,mb,clas2013
1.985000E+00,7.707483E-01,1.638216E-01,7.800000E-01,-3.553850E-01,9.480000E-02,1.430000E-02,1.075980E-02,1.075980E-02,ds/dcth,mb,clas2013
1.985000E+00,7.707483E-01,1.638216E-01,8.200000E-01,-3.452838E-01,1.071000E-01,1.920000E-02,1.215585E-02,1.215585E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-7.000000E-01,-8.761339E-01,3.310000E-02,3.410000E-02,3.756850E-03,3.756850E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-6.000000E-01,-8.385267E-01,4.010000E-02,5.900000E-03,4.551350E-03,4.551350E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-5.000000E-01,-8.009195E-01,4.540000E-02,6.500000E-03,5.152900E-03,5.152900E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-4.000000E-01,-7.633123E-01,4.390000E-02,5.700000E-03,4.982650E-03,4.982650E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-3.000000E-01,-7.257051E-01,4.990000E-02,5.800000E-03,5.663650E-03,5.663650E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-2.000000E-01,-6.880979E-01,5.230000E-02,5.400000E-03,5.936050E-03,5.936050E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-1.000000E-01,-6.504907E-01,6.500000E-02,6.000000E-03,7.377500E-03,7.377500E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,0.000000E+00,-6.128835E-01,6.510000E-02,5.800000E-03,7.388850E-03,7.388850E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,1.000000E-01,-5.752763E-01,6.320000E-02,5.700000E-03,7.173200E-03,7.173200E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,2.000000E-01,-5.376691E-01,8.050000E-02,6.400000E-03,9.136750E-03,9.136750E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,3.000000E-01,-5.000619E-01,8.900000E-02,7.500000E-03,1.010150E-02,1.010150E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,3.700000E-01,-4.737369E-01,8.950000E-02,8.800000E-03,1.015825E-02,1.015825E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,4.200000E-01,-4.549333E-01,8.680000E-02,8.200000E-03,9.851800E-03,9.851800E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,4.700000E-01,-4.361297E-01,9.630000E-02,9.300000E-03,1.093005E-02,1.093005E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,5.300000E-01,-4.135654E-01,1.169000E-01,1.030000E-02,1.326815E-02,1.326815E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,5.700000E-01,-3.985225E-01,1.090000E-01,9.700000E-03,1.237150E-02,1.237150E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,6.200000E-01,-3.797189E-01,1.422000E-01,1.160000E-02,1.613970E-02,1.613970E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,6.700000E-01,-3.609153E-01,1.179000E-01,9.800000E-03,1.338165E-02,1.338165E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,7.200000E-01,-3.421117E-01,1.596000E-01,1.230000E-02,1.811460E-02,1.811460E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,7.800000E-01,-3.195474E-01,1.562000E-01,1.280000E-02,1.772870E-02,1.772870E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,8.200000E-01,-3.045045E-01,1.540000E-01,1.250000E-02,1.747900E-02,1.747900E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,8.800000E-01,-2.819402E-01,1.674000E-01,1.440000E-02,1.899990E-02,1.899990E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,9.300000E-01,-2.631366E-01,1.857000E-01,3.310000E-02,2.107695E-02,2.107695E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-7.000000E-01,-1.008007E+00,4.780000E-02,7.500000E-03,5.425300E-03,5.425300E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-6.000000E-01,-9.603322E-01,5.430000E-02,6.600000E-03,6.163050E-03,6.163050E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-5.000000E-01,-9.126577E-01,5.220000E-02,6.700000E-03,5.924700E-03,5.924700E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-4.000000E-01,-8.649833E-01,5.620000E-02,6.800000E-03,6.378700E-03,6.378700E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-3.000000E-01,-8.173088E-01,5.060000E-02,6.000000E-03,5.743100E-03,5.743100E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-2.000000E-01,-7.696343E-01,5.860000E-02,6.400000E-03,6.651100E-03,6.651100E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-1.000000E-01,-7.219598E-01,6.710000E-02,6.600000E-03,7.615850E-03,7.615850E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,0.000000E+00,-6.742854E-01,6.790000E-02,6.600000E-03,7.706650E-03,7.706650E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,1.000000E-01,-6.266109E-01,7.800000E-02,7.100000E-03,8.853000E-03,8.853000E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,2.000000E-01,-5.789364E-01,8.030000E-02,7.200000E-03,9.114050E-03,9.114050E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,3.000000E-01,-5.312619E-01,8.390000E-02,7.200000E-03,9.522650E-03,9.522650E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,3.700000E-01,-4.978898E-01,9.310000E-02,9.200000E-03,1.056685E-02,1.056685E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,4.200000E-01,-4.740526E-01,1.126000E-01,1.020000E-02,1.278010E-02,1.278010E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,4.700000E-01,-4.502153E-01,1.127000E-01,1.040000E-02,1.279145E-02,1.279145E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,5.300000E-01,-4.216107E-01,1.386000E-01,1.240000E-02,1.573110E-02,1.573110E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,5.700000E-01,-4.025409E-01,1.352000E-01,1.120000E-02,1.534520E-02,1.534520E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,6.200000E-01,-3.787036E-01,1.345000E-01,1.110000E-02,1.526575E-02,1.526575E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,6.700000E-01,-3.548664E-01,1.646000E-01,1.290000E-02,1.868210E-02,1.868210E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,7.200000E-01,-3.310292E-01,1.898000E-01,1.480000E-02,2.154230E-02,2.154230E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,7.800000E-01,-3.024245E-01,1.976000E-01,1.520000E-02,2.242760E-02,2.242760E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,8.200000E-01,-2.833547E-01,2.131000E-01,1.610000E-02,2.418685E-02,2.418685E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,8.800000E-01,-2.547500E-01,2.494000E-01,1.890000E-02,2.830690E-02,2.830690E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,9.300000E-01,-2.309128E-01,2.953000E-01,2.220000E-02,3.351655E-02,3.351655E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-7.800000E-01,-1.178958E+00,7.030000E-02,7.230000E-02,7.979050E-03,7.979050E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-7.000000E-01,-1.133584E+00,5.190000E-02,7.700000E-03,5.890650E-03,5.890650E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-6.000000E-01,-1.076867E+00,5.480000E-02,7.300000E-03,6.219800E-03,6.219800E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-5.000000E-01,-1.020150E+00,5.480000E-02,7.400000E-03,6.219800E-03,6.219800E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-4.000000E-01,-9.634332E-01,6.320000E-02,7.200000E-03,7.173200E-03,7.173200E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-3.000000E-01,-9.067163E-01,6.670000E-02,7.400000E-03,7.570450E-03,7.570450E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-2.000000E-01,-8.499994E-01,6.690000E-02,6.900000E-03,7.593150E-03,7.593150E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,-1.000000E-01,-7.932825E-01,6.900000E-02,6.800000E-03,7.831500E-03,7.831500E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,0.000000E+00,-7.365656E-01,7.140000E-02,7.200000E-03,8.103900E-03,8.103900E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,1.000000E-01,-6.798487E-01,6.700000E-02,6.500000E-03,7.604500E-03,7.604500E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,2.000000E-01,-6.231318E-01,8.290000E-02,7.500000E-03,9.409150E-03,9.409150E-03,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,3.000000E-01,-5.664148E-01,9.890000E-02,8.700000E-03,1.122515E-02,1.122515E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,3.700000E-01,-5.267130E-01,1.237000E-01,1.200000E-02,1.403995E-02,1.403995E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,4.200000E-01,-4.983546E-01,1.227000E-01,1.130000E-02,1.392645E-02,1.392645E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,4.700000E-01,-4.699961E-01,1.532000E-01,1.300000E-02,1.738820E-02,1.738820E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,5.300000E-01,-4.359659E-01,1.500000E-01,1.290000E-02,1.702500E-02,1.702500E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,5.700000E-01,-4.132792E-01,1.658000E-01,1.360000E-02,1.881830E-02,1.881830E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,6.200000E-01,-3.849207E-01,1.730000E-01,1.420000E-02,1.963550E-02,1.963550E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,6.700000E-01,-3.565623E-01,2.053000E-01,1.580000E-02,2.330155E-02,2.330155E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,7.200000E-01,-3.282038E-01,2.294000E-01,1.680000E-02,2.603690E-02,2.603690E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,7.800000E-01,-2.941737E-01,2.518000E-01,1.770000E-02,2.857930E-02,2.857930E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,8.200000E-01,-2.714869E-01,2.997000E-01,2.090000E-02,3.401595E-02,3.401595E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,8.800000E-01,-2.374568E-01,3.455000E-01,2.310000E-02,3.921425E-02,3.921425E-02,ds/dcth,mb,clas2013
2.075000E+00,8.253664E-01,3.435863E-01,9.300000E-01,-2.090983E-01,4.193000E-01,3.110000E-02,4.759055E-02,4.759055E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-7.900000E-01,-1.314720E+00,6.940000E-02,1.381000E-01,7.876900E-03,7.876900E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-7.000000E-01,-1.256050E+00,4.540000E-02,7.600000E-03,5.152900E-03,5.152900E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-6.000000E-01,-1.190860E+00,3.980000E-02,6.800000E-03,4.517300E-03,4.517300E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-5.000000E-01,-1.125671E+00,4.480000E-02,6.900000E-03,5.084800E-03,5.084800E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-4.000000E-01,-1.060482E+00,5.820000E-02,7.400000E-03,6.605700E-03,6.605700E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-3.000000E-01,-9.952929E-01,5.480000E-02,6.700000E-03,6.219800E-03,6.219800E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-2.000000E-01,-9.301038E-01,5.980000E-02,6.700000E-03,6.787300E-03,6.787300E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,-1.000000E-01,-8.649146E-01,6.790000E-02,7.000000E-03,7.706650E-03,7.706650E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,0.000000E+00,-7.997254E-01,6.570000E-02,7.000000E-03,7.456950E-03,7.456950E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,1.000000E-01,-7.345362E-01,7.050000E-02,7.000000E-03,8.001750E-03,8.001750E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,2.000000E-01,-6.693471E-01,8.410000E-02,7.400000E-03,9.545350E-03,9.545350E-03,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,3.000000E-01,-6.041579E-01,1.110000E-01,9.000000E-03,1.259850E-02,1.259850E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,3.700000E-01,-5.585255E-01,1.333000E-01,1.200000E-02,1.512955E-02,1.512955E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,4.200000E-01,-5.259309E-01,1.396000E-01,1.210000E-02,1.584460E-02,1.584460E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,4.700000E-01,-4.933363E-01,1.561000E-01,1.330000E-02,1.771735E-02,1.771735E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,5.300000E-01,-4.542228E-01,1.675000E-01,1.400000E-02,1.901125E-02,1.901125E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,5.700000E-01,-4.281471E-01,2.043000E-01,1.640000E-02,2.318805E-02,2.318805E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,6.200000E-01,-3.955526E-01,2.242000E-01,1.700000E-02,2.544670E-02,2.544670E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,6.700000E-01,-3.629580E-01,2.449000E-01,1.710000E-02,2.779615E-02,2.779615E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,7.200000E-01,-3.303634E-01,3.177000E-01,2.040000E-02,3.605895E-02,3.605895E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,7.800000E-01,-2.912499E-01,3.080000E-01,2.100000E-02,3.495800E-02,3.495800E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,8.200000E-01,-2.651742E-01,3.606000E-01,2.420000E-02,4.092810E-02,4.092810E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,8.800000E-01,-2.260607E-01,4.107000E-01,2.860000E-02,4.661445E-02,4.661445E-02,ds/dcth,mb,clas2013
2.105000E+00,8.433897E-01,3.864712E-01,9.300000E-01,-1.934661E-01,5.125000E-01,3.660000E-02,5.816875E-02,5.816875E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-7.900000E-01,-1.442940E+00,4.090000E-02,1.420000E-02,4.642150E-03,4.642150E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-7.000000E-01,-1.376958E+00,3.690000E-02,7.300000E-03,4.188150E-03,4.188150E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-6.000000E-01,-1.303645E+00,4.450000E-02,7.800000E-03,5.050750E-03,5.050750E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-5.000000E-01,-1.230332E+00,4.990000E-02,7.700000E-03,5.663650E-03,5.663650E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-4.000000E-01,-1.157019E+00,6.050000E-02,8.000000E-03,6.866750E-03,6.866750E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-3.000000E-01,-1.083706E+00,5.700000E-02,7.200000E-03,6.469500E-03,6.469500E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-2.000000E-01,-1.010392E+00,5.780000E-02,7.300000E-03,6.560300E-03,6.560300E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,-1.000000E-01,-9.370792E-01,6.430000E-02,7.300000E-03,7.298050E-03,7.298050E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,0.000000E+00,-8.637660E-01,5.630000E-02,6.300000E-03,6.390050E-03,6.390050E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,1.000000E-01,-7.904528E-01,7.720000E-02,7.500000E-03,8.762200E-03,8.762200E-03,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,2.000000E-01,-7.171396E-01,9.110000E-02,8.300000E-03,1.033985E-02,1.033985E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,3.000000E-01,-6.438265E-01,1.060000E-01,9.300000E-03,1.203100E-02,1.203100E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,3.700000E-01,-5.925072E-01,1.437000E-01,1.340000E-02,1.630995E-02,1.630995E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,4.200000E-01,-5.558506E-01,1.469000E-01,1.290000E-02,1.667315E-02,1.667315E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,4.700000E-01,-5.191941E-01,1.820000E-01,1.490000E-02,2.065700E-02,2.065700E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,5.300000E-01,-4.752061E-01,1.984000E-01,1.570000E-02,2.251840E-02,2.251840E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,5.700000E-01,-4.458809E-01,2.373000E-01,1.770000E-02,2.693355E-02,2.693355E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,6.200000E-01,-4.092243E-01,2.509000E-01,1.830000E-02,2.847715E-02,2.847715E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,6.700000E-01,-3.725677E-01,2.807000E-01,2.050000E-02,3.185945E-02,3.185945E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,7.200000E-01,-3.359111E-01,3.199000E-01,2.190000E-02,3.630865E-02,3.630865E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,7.800000E-01,-2.919232E-01,3.470000E-01,2.330000E-02,3.938450E-02,3.938450E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,8.200000E-01,-2.625979E-01,4.053000E-01,2.640000E-02,4.600155E-02,4.600155E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,8.800000E-01,-2.186100E-01,4.906000E-01,3.300000E-02,5.568310E-02,5.568310E-02,ds/dcth,mb,clas2013
2.135000E+00,8.613280E-01,4.255822E-01,9.300000E-01,-1.819534E-01,6.959000E-01,5.140000E-02,7.898465E-02,7.898465E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-7.900000E-01,-1.570290E+00,3.130000E-02,8.000000E-03,3.552550E-03,3.552550E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-7.000000E-01,-1.497196E+00,3.010000E-02,5.900000E-03,3.416350E-03,3.416350E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-6.000000E-01,-1.415981E+00,3.760000E-02,6.300000E-03,4.267600E-03,4.267600E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-5.000000E-01,-1.334765E+00,4.040000E-02,6.600000E-03,4.585400E-03,4.585400E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-4.000000E-01,-1.253550E+00,4.310000E-02,6.700000E-03,4.891850E-03,4.891850E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-3.000000E-01,-1.172335E+00,3.840000E-02,5.700000E-03,4.358400E-03,4.358400E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-2.000000E-01,-1.091119E+00,4.050000E-02,5.900000E-03,4.596750E-03,4.596750E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,-1.000000E-01,-1.009904E+00,4.210000E-02,5.700000E-03,4.778350E-03,4.778350E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,0.000000E+00,-9.286884E-01,5.660000E-02,6.400000E-03,6.424100E-03,6.424100E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,1.000000E-01,-8.474730E-01,6.350000E-02,6.400000E-03,7.207250E-03,7.207250E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,2.000000E-01,-7.662576E-01,7.880000E-02,7.400000E-03,8.943800E-03,8.943800E-03,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,3.000000E-01,-6.850422E-01,1.057000E-01,9.000000E-03,1.199695E-02,1.199695E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,3.700000E-01,-6.281915E-01,1.310000E-01,1.290000E-02,1.486850E-02,1.486850E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,4.200000E-01,-5.875838E-01,1.489000E-01,1.300000E-02,1.690015E-02,1.690015E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,4.700000E-01,-5.469761E-01,1.723000E-01,1.480000E-02,1.955605E-02,1.955605E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,5.300000E-01,-4.982468E-01,1.823000E-01,1.480000E-02,2.069105E-02,2.069105E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,5.700000E-01,-4.657607E-01,2.121000E-01,1.570000E-02,2.407335E-02,2.407335E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,6.200000E-01,-4.251530E-01,2.422000E-01,1.750000E-02,2.748970E-02,2.748970E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,6.700000E-01,-3.845453E-01,2.786000E-01,1.880000E-02,3.162110E-02,3.162110E-02,ds/dcth,mb,clas2013
2.165000E+00,8.791849E-01,4.618789E-01,7.200000E-01,-3.439376E-01,3.462000E-01,2.230000E-02,3.929370E-02,3.929370E-02,ds/dcth,mb,clas2013
