W,q,Q,cth,t,ds,stat,syst+,syst-,obs,unit,experiment
2.015000E+00,7.890498E-01,2.383069E-01,6.200000E-01,-3.797189E-01,1.214000E-01,1.300000E-02,1.353610E-02,1.353610E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,6.700000E-01,-3.609153E-01,1.385000E-01,1.390000E-02,1.544275E-02,1.544275E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,7.200000E-01,-3.421117E-01,1.558000E-01,1.600000E-02,1.737170E-02,1.737170E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,7.800000E-01,-3.195474E-01,1.496000E-01,1.540000E-02,1.668040E-02,1.668040E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,8.200000E-01,-3.045045E-01,1.855000E-01,1.790000E-02,2.068325E-02,2.068325E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,8.800000E-01,-2.819402E-01,2.026000E-01,2.080000E-02,2.258990E-02,2.258990E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,9.200000E-01,-2.668973E-01,1.971000E-01,6.620000E-02,2.197665E-02,2.197665E-02,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-6.700000E-01,-8.648518E-01,3.160000E-02,2.800000E-02,3.523400E-03,3.523400E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-6.000000E-01,-8.385267E-01,3.920000E-02,8.800000E-03,4.370800E-03,4.370800E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-5.000000E-01,-8.009195E-01,4.730000E-02,8.400000E-03,5.273950E-03,5.273950E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-4.000000E-01,-7.633123E-01,5.100000E-02,8.000000E-03,5.686500E-03,5.686500E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-3.000000E-01,-7.257051E-01,5.530000E-02,7.700000E-03,6.165950E-03,6.165950E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-2.000000E-01,-6.880979E-01,5.050000E-02,6.900000E-03,5.630750E-03,5.630750E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,-1.000000E-01,-6.504907E-01,5.610000E-02,7.000000E-03,6.255150E-03,6.255150E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,0.000000E+00,-6.128835E-01,5.740000E-02,6.800000E-03,6.400100E-03,6.400100E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,1.000000E-01,-5.752763E-01,6.310000E-02,6.700000E-03,7.035650E-03,7.035650E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,2.000000E-01,-5.376691E-01,8.140000E-02,7.400000E-03,9.076100E-03,9.076100E-03,ds/dcth,mb,clas2013
2.015000E+00,7.890498E-01,2.383069E-01,3.000000E-01,-5.000619E-01,8.110000E-02,7.400000E-03,9.042650E-03,9.042650E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,3.700000E-01,-4.810933E-01,7.980000E-02,1.030000E-02,8.897700E-03,8.897700E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,4.200000E-01,-4.605311E-01,7.720000E-02,1.020000E-02,8.607800E-03,8.607800E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,4.700000E-01,-4.399690E-01,9.400000E-02,1.070000E-02,1.048100E-02,1.048100E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,5.300000E-01,-4.152944E-01,9.820000E-02,1.070000E-02,1.094930E-02,1.094930E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,5.700000E-01,-3.988447E-01,1.018000E-01,1.120000E-02,1.135070E-02,1.135070E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,6.200000E-01,-3.782825E-01,1.245000E-01,1.250000E-02,1.388175E-02,1.388175E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,6.700000E-01,-3.577203E-01,1.324000E-01,1.320000E-02,1.476260E-02,1.476260E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,7.200000E-01,-3.371582E-01,1.370000E-01,1.470000E-02,1.527550E-02,1.527550E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,7.800000E-01,-3.124836E-01,1.696000E-01,1.640000E-02,1.891040E-02,1.891040E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,8.200000E-01,-2.960339E-01,1.598000E-01,1.630000E-02,1.781770E-02,1.781770E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,8.800000E-01,-2.713593E-01,1.905000E-01,2.000000E-02,2.124075E-02,2.124075E-02,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-6.800000E-01,-9.128987E-01,6.540000E-02,3.310000E-02,7.292100E-03,7.292100E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-6.000000E-01,-8.799992E-01,4.550000E-02,9.100000E-03,5.073250E-03,5.073250E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-5.000000E-01,-8.388749E-01,3.380000E-02,7.000000E-03,3.768700E-03,3.768700E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-4.000000E-01,-7.977506E-01,4.620000E-02,7.800000E-03,5.151300E-03,5.151300E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-3.000000E-01,-7.566263E-01,4.160000E-02,6.600000E-03,4.638400E-03,4.638400E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-2.000000E-01,-7.155019E-01,5.150000E-02,7.500000E-03,5.742250E-03,5.742250E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,-1.000000E-01,-6.743776E-01,4.850000E-02,6.500000E-03,5.407750E-03,5.407750E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,0.000000E+00,-6.332533E-01,5.530000E-02,6.900000E-03,6.165950E-03,6.165950E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,1.000000E-01,-5.921290E-01,5.160000E-02,6.300000E-03,5.753400E-03,5.753400E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,2.000000E-01,-5.510047E-01,5.970000E-02,6.800000E-03,6.656550E-03,6.656550E-03,ds/dcth,mb,clas2013
2.025000E+00,7.951286E-01,2.586017E-01,3.000000E-01,-5.098803E-01,6.980000E-02,6.800000E-03,7.782700E-03,7.782700E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,3.700000E-01,-4.891911E-01,8.810000E-02,1.110000E-02,9.823150E-03,9.823150E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,4.200000E-01,-4.669574E-01,8.740000E-02,1.120000E-02,9.745100E-03,9.745100E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,4.700000E-01,-4.447236E-01,1.139000E-01,1.250000E-02,1.269985E-02,1.269985E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,5.300000E-01,-4.180432E-01,1.069000E-01,1.190000E-02,1.191935E-02,1.191935E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,5.700000E-01,-4.002562E-01,1.178000E-01,1.290000E-02,1.313470E-02,1.313470E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,6.200000E-01,-3.780225E-01,1.235000E-01,1.310000E-02,1.377025E-02,1.377025E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,6.700000E-01,-3.557888E-01,1.249000E-01,1.290000E-02,1.392635E-02,1.392635E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,7.200000E-01,-3.335551E-01,1.513000E-01,1.460000E-02,1.686995E-02,1.686995E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,7.800000E-01,-3.068746E-01,1.936000E-01,1.800000E-02,2.158640E-02,2.158640E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,8.200000E-01,-2.890877E-01,2.521000E-01,2.230000E-02,2.810915E-02,2.810915E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,8.800000E-01,-2.624072E-01,2.197000E-01,2.200000E-02,2.449655E-02,2.449655E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,9.300000E-01,-2.401735E-01,2.723000E-01,3.090000E-02,3.036145E-02,3.036145E-02,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-6.900000E-01,-9.605458E-01,3.470000E-02,1.500000E-02,3.869050E-03,3.869050E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-6.000000E-01,-9.205251E-01,5.640000E-02,1.060000E-02,6.288600E-03,6.288600E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-5.000000E-01,-8.760577E-01,4.770000E-02,8.600000E-03,5.318550E-03,5.318550E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-4.000000E-01,-8.315903E-01,5.450000E-02,8.000000E-03,6.076750E-03,6.076750E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-3.000000E-01,-7.871228E-01,5.750000E-02,8.100000E-03,6.411250E-03,6.411250E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-2.000000E-01,-7.426554E-01,5.770000E-02,8.400000E-03,6.433550E-03,6.433550E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,-1.000000E-01,-6.981880E-01,4.380000E-02,6.800000E-03,4.883700E-03,4.883700E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,0.000000E+00,-6.537206E-01,5.510000E-02,7.300000E-03,6.143650E-03,6.143650E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,1.000000E-01,-6.092531E-01,6.430000E-02,8.000000E-03,7.169450E-03,7.169450E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,2.000000E-01,-5.647857E-01,7.600000E-02,8.000000E-03,8.474000E-03,8.474000E-03,ds/dcth,mb,clas2013
2.035000E+00,8.011967E-01,2.775063E-01,3.000000E-01,-5.203183E-01,7.730000E-02,8.000000E-03,8.618950E-03,8.618950E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,3.700000E-01,-4.978898E-01,8.590000E-02,1.200000E-02,9.577850E-03,9.577850E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,4.200000E-01,-4.740526E-01,8.880000E-02,1.140000E-02,9.901200E-03,9.901200E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,4.700000E-01,-4.502153E-01,9.340000E-02,1.140000E-02,1.041410E-02,1.041410E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,5.300000E-01,-4.216107E-01,1.209000E-01,1.430000E-02,1.348035E-02,1.348035E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,5.700000E-01,-4.025409E-01,1.286000E-01,1.420000E-02,1.433890E-02,1.433890E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,6.200000E-01,-3.787036E-01,1.351000E-01,1.540000E-02,1.506365E-02,1.506365E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,6.700000E-01,-3.548664E-01,1.638000E-01,1.680000E-02,1.826370E-02,1.826370E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,7.200000E-01,-3.310292E-01,1.963000E-01,1.950000E-02,2.188745E-02,2.188745E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,7.800000E-01,-3.024245E-01,2.089000E-01,2.140000E-02,2.329235E-02,2.329235E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,8.200000E-01,-2.833547E-01,2.192000E-01,2.290000E-02,2.444080E-02,2.444080E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,8.800000E-01,-2.547500E-01,2.791000E-01,3.010000E-02,3.111965E-02,3.111965E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,9.300000E-01,-2.309128E-01,2.872000E-01,3.270000E-02,3.202280E-02,3.202280E-02,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-7.000000E-01,-1.008007E+00,6.770000E-02,1.730000E-02,7.548550E-03,7.548550E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-6.000000E-01,-9.603322E-01,4.610000E-02,9.900000E-03,5.140150E-03,5.140150E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-5.000000E-01,-9.126577E-01,5.750000E-02,1.020000E-02,6.411250E-03,6.411250E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-4.000000E-01,-8.649833E-01,5.080000E-02,8.400000E-03,5.664200E-03,5.664200E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-3.000000E-01,-8.173088E-01,6.200000E-02,9.300000E-03,6.913000E-03,6.913000E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-2.000000E-01,-7.696343E-01,5.730000E-02,8.800000E-03,6.388950E-03,6.388950E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,-1.000000E-01,-7.219598E-01,5.820000E-02,8.600000E-03,6.489300E-03,6.489300E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,0.000000E+00,-6.742854E-01,5.420000E-02,7.800000E-03,6.043300E-03,6.043300E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,1.000000E-01,-6.266109E-01,5.120000E-02,7.900000E-03,5.708800E-03,5.708800E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,2.000000E-01,-5.789364E-01,6.270000E-02,7.700000E-03,6.991050E-03,6.991050E-03,ds/dcth,mb,clas2013
2.045000E+00,8.072544E-01,2.952878E-01,3.000000E-01,-5.312619E-01,7.130000E-02,7.700000E-03,7.949950E-03,7.949950E-03,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,3.700000E-01,-5.070895E-01,1.067000E-01,1.210000E-02,1.189705E-02,1.189705E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,4.200000E-01,-4.817033E-01,1.051000E-01,1.190000E-02,1.171865E-02,1.171865E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,4.700000E-01,-4.563170E-01,1.174000E-01,1.270000E-02,1.309010E-02,1.309010E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,5.300000E-01,-4.258535E-01,1.231000E-01,1.330000E-02,1.372565E-02,1.372565E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,5.700000E-01,-4.055445E-01,1.319000E-01,1.390000E-02,1.470685E-02,1.470685E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,6.200000E-01,-3.801583E-01,1.403000E-01,1.470000E-02,1.564345E-02,1.564345E-02,ds/dcth,mb,clas2013
2.055000E+00,8.133019E-01,3.121381E-01,6.700000E-01,-3.547720E-01,1.790000E-01,1.820000E-02,1.995850E-02,1.995850E-02,ds/dcth,mb,clas2013
