i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
484,2.495700E+00,1.071476E+00,7.735128E-01,3.605214E-01,-1.105428E+00,-4.542808E-02,ds/dt,4.830000E-02,1.140000E-02,6.900000E-03,-6.900000E-03,mub/GeV2
485,2.495700E+00,1.071476E+00,7.735128E-01,3.363902E-01,-1.145428E+00,-4.542808E-02,ds/dt,3.980000E-02,1.050000E-02,5.100000E-03,-5.100000E-03,mub/GeV2
486,2.495700E+00,1.071476E+00,7.735128E-01,3.122589E-01,-1.185428E+00,-4.542808E-02,ds/dt,4.640000E-02,1.340000E-02,5.800000E-03,-5.800000E-03,mub/GeV2
487,2.495700E+00,1.071476E+00,7.735128E-01,2.881276E-01,-1.225428E+00,-4.542808E-02,ds/dt,4.420000E-02,1.420000E-02,5.500000E-03,-5.500000E-03,mub/GeV2
488,2.495700E+00,1.071476E+00,7.735128E-01,2.639964E-01,-1.265428E+00,-4.542808E-02,ds/dt,5.870000E-02,1.760000E-02,9.300000E-03,-9.300000E-03,mub/GeV2
489,2.533000E+00,1.092723E+00,8.032341E-01,3.961576E-01,-1.101717E+00,-4.171739E-02,ds/dt,5.700000E-02,1.580000E-02,7.200000E-03,-7.200000E-03,mub/GeV2
490,2.533000E+00,1.092723E+00,8.032341E-01,3.733711E-01,-1.141717E+00,-4.171739E-02,ds/dt,5.320000E-02,1.500000E-02,6.800000E-03,-6.800000E-03,mub/GeV2
491,2.533000E+00,1.092723E+00,8.032341E-01,3.505845E-01,-1.181717E+00,-4.171739E-02,ds/dt,4.480000E-02,1.550000E-02,5.600000E-03,-5.600000E-03,mub/GeV2
492,2.533000E+00,1.092723E+00,8.032341E-01,3.277980E-01,-1.221717E+00,-4.171739E-02,ds/dt,4.630000E-02,1.450000E-02,5.900000E-03,-5.900000E-03,mub/GeV2
493,2.533000E+00,1.092723E+00,8.032341E-01,3.050115E-01,-1.261717E+00,-4.171739E-02,ds/dt,4.170000E-02,1.650000E-02,6.500000E-03,-6.500000E-03,mub/GeV2
494,2.569800E+00,1.113612E+00,8.319272E-01,4.279199E-01,-1.098456E+00,-3.845638E-02,ds/dt,8.090000E-02,2.440000E-02,1.440000E-02,-1.440000E-02,mub/GeV2
495,2.569800E+00,1.113612E+00,8.319272E-01,4.063320E-01,-1.138456E+00,-3.845638E-02,ds/dt,4.950000E-02,1.500000E-02,8.900000E-03,-8.900000E-03,mub/GeV2
496,2.569800E+00,1.113612E+00,8.319272E-01,3.847440E-01,-1.178456E+00,-3.845638E-02,ds/dt,6.420000E-02,2.070000E-02,1.190000E-02,-1.190000E-02,mub/GeV2
497,2.569800E+00,1.113612E+00,8.319272E-01,3.631561E-01,-1.218456E+00,-3.845638E-02,ds/dt,5.000000E-02,1.900000E-02,8.900000E-03,-8.900000E-03,mub/GeV2
498,2.569800E+00,1.113612E+00,8.319272E-01,3.415682E-01,-1.258456E+00,-3.845638E-02,ds/dt,7.410000E-02,2.800000E-02,2.390000E-02,-2.390000E-02,mub/GeV2
499,2.606100E+00,1.134147E+00,8.596788E-01,4.564116E-01,-1.095574E+00,-3.557446E-02,ds/dt,5.850000E-02,2.090000E-02,1.060000E-02,-1.060000E-02,mub/GeV2
500,2.606100E+00,1.134147E+00,8.596788E-01,4.358989E-01,-1.135574E+00,-3.557446E-02,ds/dt,6.080000E-02,2.170000E-02,1.160000E-02,-1.160000E-02,mub/GeV2
501,2.606100E+00,1.134147E+00,8.596788E-01,4.153861E-01,-1.175574E+00,-3.557446E-02,ds/dt,6.440000E-02,2.430000E-02,1.160000E-02,-1.160000E-02,mub/GeV2
502,2.606100E+00,1.134147E+00,8.596788E-01,3.948733E-01,-1.215574E+00,-3.557446E-02,ds/dt,6.030000E-02,2.540000E-02,1.090000E-02,-1.090000E-02,mub/GeV2
503,2.606100E+00,1.134147E+00,8.596788E-01,3.743606E-01,-1.255574E+00,-3.557446E-02,ds/dt,6.000000E-02,2.770000E-02,2.020000E-02,-2.020000E-02,mub/GeV2
504,2.641800E+00,1.154280E+00,8.864876E-01,4.820449E-01,-1.093021E+00,-3.302147E-02,ds/dt,6.230000E-02,2.320000E-02,1.430000E-02,-1.430000E-02,mub/GeV2
505,2.641800E+00,1.154280E+00,8.864876E-01,4.624994E-01,-1.133021E+00,-3.302147E-02,ds/dt,5.600000E-02,2.180000E-02,1.300000E-02,-1.300000E-02,mub/GeV2
506,2.641800E+00,1.154280E+00,8.864876E-01,4.429540E-01,-1.173021E+00,-3.302147E-02,ds/dt,4.300000E-02,1.720000E-02,9.900000E-03,-9.900000E-03,mub/GeV2
507,2.641800E+00,1.154280E+00,8.864876E-01,4.234085E-01,-1.213021E+00,-3.302147E-02,ds/dt,5.180000E-02,2.350000E-02,1.200000E-02,-1.200000E-02,mub/GeV2
508,2.641800E+00,1.154280E+00,8.864876E-01,4.038630E-01,-1.253021E+00,-3.302147E-02,ds/dt,5.060000E-02,2.370000E-02,2.740000E-02,-2.740000E-02,mub/GeV2
509,2.677100E+00,1.174127E+00,9.125655E-01,5.053514E-01,-1.090737E+00,-3.073675E-02,ds/dt,4.570000E-02,2.080000E-02,1.050000E-02,-1.050000E-02,mub/GeV2
510,2.677100E+00,1.174127E+00,9.125655E-01,4.866854E-01,-1.130737E+00,-3.073675E-02,ds/dt,6.350000E-02,2.440000E-02,1.480000E-02,-1.480000E-02,mub/GeV2
511,2.677100E+00,1.174127E+00,9.125655E-01,4.680194E-01,-1.170737E+00,-3.073675E-02,ds/dt,4.620000E-02,2.240000E-02,1.060000E-02,-1.060000E-02,mub/GeV2
512,2.677100E+00,1.174127E+00,9.125655E-01,4.493534E-01,-1.210737E+00,-3.073675E-02,ds/dt,2.850000E-02,1.380000E-02,6.600000E-03,-6.600000E-03,mub/GeV2
513,2.677100E+00,1.174127E+00,9.125655E-01,4.306875E-01,-1.250737E+00,-3.073675E-02,ds/dt,6.090000E-02,3.330000E-02,3.320000E-02,-3.320000E-02,mub/GeV2
514,2.711900E+00,1.193637E+00,9.378900E-01,5.265744E-01,-1.088690E+00,-2.868962E-02,ds/dt,8.560000E-02,3.250000E-02,3.660000E-02,-3.660000E-02,mub/GeV2
515,2.711900E+00,1.193637E+00,9.378900E-01,5.087093E-01,-1.128690E+00,-2.868962E-02,ds/dt,5.380000E-02,2.150000E-02,2.280000E-02,-2.280000E-02,mub/GeV2
516,2.711900E+00,1.193637E+00,9.378900E-01,4.908441E-01,-1.168690E+00,-2.868962E-02,ds/dt,3.620000E-02,1.790000E-02,1.560000E-02,-1.560000E-02,mub/GeV2
517,2.711900E+00,1.193637E+00,9.378900E-01,4.729790E-01,-1.208690E+00,-2.868962E-02,ds/dt,5.220000E-02,2.630000E-02,2.230000E-02,-2.230000E-02,mub/GeV2
518,2.711900E+00,1.193637E+00,9.378900E-01,4.551139E-01,-1.248690E+00,-2.868962E-02,ds/dt,3.250000E-02,1.900000E-02,2.200000E-02,-2.200000E-02,mub/GeV2
519,2.746300E+00,1.212870E+00,9.625782E-01,5.460316E-01,-1.086843E+00,-2.684320E-02,ds/dt,4.390000E-02,2.480000E-02,1.880000E-02,-1.880000E-02,mub/GeV2
520,2.746300E+00,1.212870E+00,9.625782E-01,5.289007E-01,-1.126843E+00,-2.684320E-02,ds/dt,4.730000E-02,2.460000E-02,2.020000E-02,-2.020000E-02,mub/GeV2
521,2.746300E+00,1.212870E+00,9.625782E-01,5.117698E-01,-1.166843E+00,-2.684320E-02,ds/dt,2.660000E-02,1.740000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
522,2.746300E+00,1.212870E+00,9.625782E-01,4.946390E-01,-1.206843E+00,-2.684320E-02,ds/dt,5.640000E-02,2.520000E-02,2.390000E-02,-2.390000E-02,mub/GeV2
523,2.746300E+00,1.212870E+00,9.625782E-01,4.775081E-01,-1.246843E+00,-2.684320E-02,ds/dt,4.530000E-02,3.260000E-02,3.070000E-02,-3.070000E-02,mub/GeV2
524,2.130600E+00,8.587022E-01,4.200402E-01,-7.466547E-01,-1.392939E+00,-1.329392E-01,ds/dt,1.042000E-01,3.780000E-02,1.990000E-02,-1.990000E-02,mub/GeV2
525,2.130600E+00,8.587022E-01,4.200402E-01,-8.021040E-01,-1.432939E+00,-1.329392E-01,ds/dt,4.730000E-02,1.810000E-02,1.090000E-02,-1.090000E-02,mub/GeV2
526,2.130600E+00,8.587022E-01,4.200402E-01,-8.575534E-01,-1.472939E+00,-1.329392E-01,ds/dt,2.410000E-02,4.900000E-03,5.600000E-03,-5.600000E-03,mub/GeV2
527,2.130600E+00,8.587022E-01,4.200402E-01,-9.130027E-01,-1.512939E+00,-1.329392E-01,ds/dt,2.790000E-02,6.100000E-03,2.060000E-02,-2.060000E-02,mub/GeV2
528,2.130600E+00,8.587022E-01,4.200402E-01,-9.684521E-01,-1.552939E+00,-1.329392E-01,ds/dt,7.400000E-03,2.600000E-03,5.400000E-03,-5.400000E-03,mub/GeV2
529,2.174200E+00,8.846452E-01,4.725472E-01,-5.070449E-01,-1.372701E+00,-1.127015E-01,ds/dt,9.590000E-02,1.910000E-02,1.310000E-02,-1.310000E-02,mub/GeV2
530,2.174200E+00,8.846452E-01,4.725472E-01,-5.548876E-01,-1.412701E+00,-1.127015E-01,ds/dt,1.046000E-01,2.420000E-02,1.400000E-02,-1.400000E-02,mub/GeV2
531,2.174200E+00,8.846452E-01,4.725472E-01,-6.027303E-01,-1.452701E+00,-1.127015E-01,ds/dt,8.900000E-02,2.800000E-02,1.200000E-02,-1.200000E-02,mub/GeV2
532,2.174200E+00,8.846452E-01,4.725472E-01,-6.505729E-01,-1.492701E+00,-1.127015E-01,ds/dt,1.034000E-01,3.510000E-02,1.500000E-02,-1.500000E-02,mub/GeV2
533,2.174200E+00,8.846452E-01,4.725472E-01,-6.984156E-01,-1.532701E+00,-1.127015E-01,ds/dt,8.600000E-02,3.100000E-02,1.250000E-02,-1.250000E-02,mub/GeV2
534,2.217000E+00,9.099537E-01,5.198419E-01,-3.318335E-01,-1.357248E+00,-9.724816E-02,ds/dt,6.420000E-02,9.200000E-03,8.800000E-03,-8.800000E-03,mub/GeV2
535,2.217000E+00,9.099537E-01,5.198419E-01,-3.741139E-01,-1.397248E+00,-9.724816E-02,ds/dt,6.690000E-02,1.040000E-02,9.000000E-03,-9.000000E-03,mub/GeV2
536,2.217000E+00,9.099537E-01,5.198419E-01,-4.163944E-01,-1.437248E+00,-9.724816E-02,ds/dt,6.800000E-02,1.050000E-02,9.100000E-03,-9.100000E-03,mub/GeV2
537,2.217000E+00,9.099537E-01,5.198419E-01,-4.586748E-01,-1.477248E+00,-9.724816E-02,ds/dt,7.870000E-02,1.330000E-02,1.140000E-02,-1.140000E-02,mub/GeV2
538,2.217000E+00,9.099537E-01,5.198419E-01,-5.009552E-01,-1.517248E+00,-9.724816E-02,ds/dt,8.550000E-02,1.820000E-02,1.250000E-02,-1.250000E-02,mub/GeV2
539,2.258900E+00,9.345865E-01,5.630928E-01,-1.971294E-01,-1.345088E+00,-8.508777E-02,ds/dt,5.190000E-02,7.800000E-03,9.400000E-03,-9.400000E-03,mub/GeV2
540,2.258900E+00,9.345865E-01,5.630928E-01,-2.351335E-01,-1.385088E+00,-8.508777E-02,ds/dt,5.960000E-02,8.500000E-03,8.600000E-03,-8.600000E-03,mub/GeV2
541,2.258900E+00,9.345865E-01,5.630928E-01,-2.731376E-01,-1.425088E+00,-8.508777E-02,ds/dt,4.970000E-02,7.700000E-03,7.300000E-03,-7.300000E-03,mub/GeV2
542,2.258900E+00,9.345865E-01,5.630928E-01,-3.111417E-01,-1.465088E+00,-8.508777E-02,ds/dt,5.260000E-02,8.400000E-03,8.800000E-03,-8.800000E-03,mub/GeV2
543,2.258900E+00,9.345865E-01,5.630928E-01,-3.491458E-01,-1.505088E+00,-8.508777E-02,ds/dt,6.630000E-02,1.140000E-02,1.110000E-02,-1.110000E-02,mub/GeV2
544,2.300100E+00,9.586769E-01,6.033136E-01,-8.924403E-02,-1.335242E+00,-7.524218E-02,ds/dt,5.080000E-02,8.700000E-03,9.300000E-03,-9.300000E-03,mub/GeV2
545,2.300100E+00,9.586769E-01,6.033136E-01,-1.238232E-01,-1.375242E+00,-7.524218E-02,ds/dt,4.580000E-02,8.100000E-03,6.600000E-03,-6.600000E-03,mub/GeV2
546,2.300100E+00,9.586769E-01,6.033136E-01,-1.584024E-01,-1.415242E+00,-7.524218E-02,ds/dt,4.130000E-02,7.500000E-03,6.200000E-03,-6.200000E-03,mub/GeV2
547,2.300100E+00,9.586769E-01,6.033136E-01,-1.929816E-01,-1.455242E+00,-7.524218E-02,ds/dt,4.070000E-02,7.600000E-03,6.800000E-03,-6.800000E-03,mub/GeV2
548,2.300100E+00,9.586769E-01,6.033136E-01,-2.275607E-01,-1.495242E+00,-7.524218E-02,ds/dt,3.990000E-02,7.700000E-03,6.700000E-03,-6.700000E-03,mub/GeV2
549,2.340500E+00,9.821803E-01,6.409496E-01,-7.496008E-04,-1.327144E+00,-6.714425E-02,ds/dt,5.350000E-02,7.400000E-03,1.120000E-02,-1.120000E-02,mub/GeV2
550,2.340500E+00,9.821803E-01,6.409496E-01,-3.251943E-02,-1.367144E+00,-6.714425E-02,ds/dt,5.110000E-02,7.800000E-03,1.340000E-02,-1.340000E-02,mub/GeV2
551,2.340500E+00,9.821803E-01,6.409496E-01,-6.428926E-02,-1.407144E+00,-6.714425E-02,ds/dt,4.430000E-02,6.900000E-03,1.170000E-02,-1.170000E-02,mub/GeV2
552,2.340500E+00,9.821803E-01,6.409496E-01,-9.605909E-02,-1.447144E+00,-6.714425E-02,ds/dt,4.640000E-02,7.100000E-03,2.040000E-02,-2.040000E-02,mub/GeV2
553,2.340500E+00,9.821803E-01,6.409496E-01,-1.278289E-01,-1.487144E+00,-6.714425E-02,ds/dt,4.310000E-02,7.100000E-03,1.900000E-02,-1.900000E-02,mub/GeV2
554,2.380300E+00,1.005225E+00,6.765724E-01,7.367573E-02,-1.320353E+00,-6.035306E-02,ds/dt,4.190000E-02,7.200000E-03,8.800000E-03,-8.800000E-03,mub/GeV2
555,2.380300E+00,1.005225E+00,6.765724E-01,4.426861E-02,-1.360353E+00,-6.035306E-02,ds/dt,3.970000E-02,6.800000E-03,1.040000E-02,-1.040000E-02,mub/GeV2
556,2.380300E+00,1.005225E+00,6.765724E-01,1.486149E-02,-1.400353E+00,-6.035306E-02,ds/dt,2.570000E-02,4.900000E-03,6.700000E-03,-6.700000E-03,mub/GeV2
557,2.380300E+00,1.005225E+00,6.765724E-01,-1.454563E-02,-1.440353E+00,-6.035306E-02,ds/dt,2.340000E-02,4.400000E-03,1.030000E-02,-1.030000E-02,mub/GeV2
558,2.380300E+00,1.005225E+00,6.765724E-01,-4.395275E-02,-1.480353E+00,-6.035306E-02,ds/dt,1.900000E-02,4.000000E-03,8.300000E-03,-8.300000E-03,mub/GeV2
559,2.419300E+00,1.027706E+00,7.102891E-01,1.369489E-01,-1.314618E+00,-5.461822E-02,ds/dt,3.550000E-02,9.300000E-03,5.300000E-03,-5.300000E-03,mub/GeV2
560,2.419300E+00,1.027706E+00,7.102891E-01,1.095505E-01,-1.354618E+00,-5.461822E-02,ds/dt,3.570000E-02,9.900000E-03,5.600000E-03,-5.600000E-03,mub/GeV2
561,2.419300E+00,1.027706E+00,7.102891E-01,8.215202E-02,-1.394618E+00,-5.461822E-02,ds/dt,3.080000E-02,9.900000E-03,4.600000E-03,-4.600000E-03,mub/GeV2
562,2.419300E+00,1.027706E+00,7.102891E-01,5.475357E-02,-1.434618E+00,-5.461822E-02,ds/dt,3.180000E-02,1.040000E-02,4.800000E-03,-4.800000E-03,mub/GeV2
563,2.419300E+00,1.027706E+00,7.102891E-01,2.735512E-02,-1.474618E+00,-5.461822E-02,ds/dt,2.250000E-02,8.100000E-03,8.300000E-03,-8.300000E-03,mub/GeV2
564,2.457800E+00,1.049806E+00,7.425760E-01,1.918527E-01,-1.309689E+00,-4.968906E-02,ds/dt,3.650000E-02,1.140000E-02,5.500000E-03,-5.500000E-03,mub/GeV2
565,2.457800E+00,1.049806E+00,7.425760E-01,1.661972E-01,-1.349689E+00,-4.968906E-02,ds/dt,4.320000E-02,1.440000E-02,6.500000E-03,-6.500000E-03,mub/GeV2
566,2.457800E+00,1.049806E+00,7.425760E-01,1.405417E-01,-1.389689E+00,-4.968906E-02,ds/dt,3.370000E-02,1.260000E-02,5.000000E-03,-5.000000E-03,mub/GeV2
567,2.457800E+00,1.049806E+00,7.425760E-01,1.148862E-01,-1.429689E+00,-4.968906E-02,ds/dt,3.860000E-02,1.420000E-02,6.100000E-03,-6.100000E-03,mub/GeV2
568,2.457800E+00,1.049806E+00,7.425760E-01,8.923077E-02,-1.469689E+00,-4.968906E-02,ds/dt,5.220000E-02,1.960000E-02,1.940000E-02,-1.940000E-02,mub/GeV2
569,2.495700E+00,1.071476E+00,7.735128E-01,2.398651E-01,-1.305428E+00,-4.542808E-02,ds/dt,5.270000E-02,1.750000E-02,8.400000E-03,-8.400000E-03,mub/GeV2
570,2.495700E+00,1.071476E+00,7.735128E-01,2.157338E-01,-1.345428E+00,-4.542808E-02,ds/dt,5.760000E-02,1.960000E-02,9.000000E-03,-9.000000E-03,mub/GeV2
571,2.495700E+00,1.071476E+00,7.735128E-01,1.916026E-01,-1.385428E+00,-4.542808E-02,ds/dt,3.510000E-02,1.500000E-02,5.500000E-03,-5.500000E-03,mub/GeV2
572,2.495700E+00,1.071476E+00,7.735128E-01,1.674713E-01,-1.425428E+00,-4.542808E-02,ds/dt,4.520000E-02,1.820000E-02,7.100000E-03,-7.100000E-03,mub/GeV2
573,2.495700E+00,1.071476E+00,7.735128E-01,1.433400E-01,-1.465428E+00,-4.542808E-02,ds/dt,5.300000E-02,2.430000E-02,9.700000E-03,-9.700000E-03,mub/GeV2
574,2.533000E+00,1.092723E+00,8.032341E-01,2.822250E-01,-1.301717E+00,-4.171739E-02,ds/dt,4.490000E-02,1.630000E-02,7.500000E-03,-7.500000E-03,mub/GeV2
575,2.533000E+00,1.092723E+00,8.032341E-01,2.594385E-01,-1.341717E+00,-4.171739E-02,ds/dt,4.610000E-02,1.950000E-02,7.200000E-03,-7.200000E-03,mub/GeV2
576,2.533000E+00,1.092723E+00,8.032341E-01,2.366520E-01,-1.381717E+00,-4.171739E-02,ds/dt,2.830000E-02,1.100000E-02,4.400000E-03,-4.400000E-03,mub/GeV2
577,2.533000E+00,1.092723E+00,8.032341E-01,2.138655E-01,-1.421717E+00,-4.171739E-02,ds/dt,5.290000E-02,2.650000E-02,8.400000E-03,-8.400000E-03,mub/GeV2
578,2.533000E+00,1.092723E+00,8.032341E-01,1.910790E-01,-1.461717E+00,-4.171739E-02,ds/dt,4.530000E-02,2.250000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
579,2.569800E+00,1.113612E+00,8.319272E-01,3.199803E-01,-1.298456E+00,-3.845638E-02,ds/dt,6.140000E-02,2.320000E-02,1.970000E-02,-1.970000E-02,mub/GeV2
580,2.569800E+00,1.113612E+00,8.319272E-01,2.983923E-01,-1.338456E+00,-3.845638E-02,ds/dt,7.040000E-02,2.890000E-02,2.270000E-02,-2.270000E-02,mub/GeV2
581,2.569800E+00,1.113612E+00,8.319272E-01,2.768044E-01,-1.378456E+00,-3.845638E-02,ds/dt,6.260000E-02,2.960000E-02,2.010000E-02,-2.010000E-02,mub/GeV2
582,2.569800E+00,1.113612E+00,8.319272E-01,2.552165E-01,-1.418456E+00,-3.845638E-02,ds/dt,4.170000E-02,1.920000E-02,1.340000E-02,-1.340000E-02,mub/GeV2
583,2.569800E+00,1.113612E+00,8.319272E-01,2.336285E-01,-1.458456E+00,-3.845638E-02,ds/dt,3.620000E-02,1.780000E-02,1.280000E-02,-1.280000E-02,mub/GeV2
584,2.606100E+00,1.134147E+00,8.596788E-01,3.538478E-01,-1.295574E+00,-3.557446E-02,ds/dt,4.820000E-02,2.250000E-02,1.550000E-02,-1.550000E-02,mub/GeV2
585,2.606100E+00,1.134147E+00,8.596788E-01,3.333350E-01,-1.335574E+00,-3.557446E-02,ds/dt,6.670000E-02,3.360000E-02,2.140000E-02,-2.140000E-02,mub/GeV2
586,2.606100E+00,1.134147E+00,8.596788E-01,3.128223E-01,-1.375574E+00,-3.557446E-02,ds/dt,5.940000E-02,2.800000E-02,1.920000E-02,-1.920000E-02,mub/GeV2
587,2.606100E+00,1.134147E+00,8.596788E-01,2.923095E-01,-1.415574E+00,-3.557446E-02,ds/dt,4.310000E-02,2.310000E-02,1.390000E-02,-1.390000E-02,mub/GeV2
588,2.606100E+00,1.134147E+00,8.596788E-01,2.717967E-01,-1.455574E+00,-3.557446E-02,ds/dt,6.060000E-02,2.920000E-02,2.150000E-02,-2.150000E-02,mub/GeV2
589,2.641800E+00,1.154280E+00,8.864876E-01,3.843175E-01,-1.293021E+00,-3.302147E-02,ds/dt,3.240000E-02,1.500000E-02,1.770000E-02,-1.770000E-02,mub/GeV2
590,2.641800E+00,1.154280E+00,8.864876E-01,3.647721E-01,-1.333021E+00,-3.302147E-02,ds/dt,3.450000E-02,1.810000E-02,1.880000E-02,-1.880000E-02,mub/GeV2
591,2.641800E+00,1.154280E+00,8.864876E-01,3.452266E-01,-1.373021E+00,-3.302147E-02,ds/dt,3.880000E-02,2.130000E-02,2.120000E-02,-2.120000E-02,mub/GeV2
592,2.641800E+00,1.154280E+00,8.864876E-01,3.256811E-01,-1.413021E+00,-3.302147E-02,ds/dt,3.050000E-02,1.750000E-02,1.650000E-02,-1.650000E-02,mub/GeV2
593,2.641800E+00,1.154280E+00,8.864876E-01,3.061356E-01,-1.453021E+00,-3.302147E-02,ds/dt,3.140000E-02,1.700000E-02,1.900000E-02,-1.900000E-02,mub/GeV2
594,2.677100E+00,1.174127E+00,9.125655E-01,4.120215E-01,-1.290737E+00,-3.073675E-02,ds/dt,4.910000E-02,2.550000E-02,2.720000E-02,-2.720000E-02,mub/GeV2
595,2.677100E+00,1.174127E+00,9.125655E-01,3.933555E-01,-1.330737E+00,-3.073675E-02,ds/dt,4.990000E-02,2.950000E-02,2.720000E-02,-2.720000E-02,mub/GeV2
596,2.677100E+00,1.174127E+00,9.125655E-01,3.746895E-01,-1.370737E+00,-3.073675E-02,ds/dt,5.650000E-02,3.010000E-02,3.060000E-02,-3.060000E-02,mub/GeV2
597,2.677100E+00,1.174127E+00,9.125655E-01,3.560235E-01,-1.410737E+00,-3.073675E-02,ds/dt,3.440000E-02,2.120000E-02,1.870000E-02,-1.870000E-02,mub/GeV2
598,2.677100E+00,1.174127E+00,9.125655E-01,3.373575E-01,-1.450737E+00,-3.073675E-02,ds/dt,2.510000E-02,1.800000E-02,1.530000E-02,-1.530000E-02,mub/GeV2
599,2.711900E+00,1.193637E+00,9.378900E-01,4.372488E-01,-1.288690E+00,-2.868962E-02,ds/dt,1.940000E-02,1.100000E-02,1.330000E-02,-1.330000E-02,mub/GeV2
600,2.711900E+00,1.193637E+00,9.378900E-01,4.193837E-01,-1.328690E+00,-2.868962E-02,ds/dt,2.640000E-02,1.650000E-02,1.790000E-02,-1.790000E-02,mub/GeV2
601,2.711900E+00,1.193637E+00,9.378900E-01,4.015185E-01,-1.368690E+00,-2.868962E-02,ds/dt,3.890000E-02,2.120000E-02,2.650000E-02,-2.650000E-02,mub/GeV2
602,2.711900E+00,1.193637E+00,9.378900E-01,3.836534E-01,-1.408690E+00,-2.868962E-02,ds/dt,1.110000E-02,8.700000E-03,7.500000E-03,-7.500000E-03,mub/GeV2
603,2.711900E+00,1.193637E+00,9.378900E-01,3.657883E-01,-1.448690E+00,-2.868962E-02,ds/dt,3.040000E-02,2.390000E-02,1.960000E-02,-1.960000E-02,mub/GeV2
604,2.746300E+00,1.212870E+00,9.625782E-01,4.603772E-01,-1.286843E+00,-2.684320E-02,ds/dt,2.540000E-02,1.770000E-02,1.720000E-02,-1.720000E-02,mub/GeV2
605,2.746300E+00,1.212870E+00,9.625782E-01,4.432463E-01,-1.326843E+00,-2.684320E-02,ds/dt,1.360000E-02,1.230000E-02,9.200000E-03,-9.200000E-03,mub/GeV2
606,2.746300E+00,1.212870E+00,9.625782E-01,4.261154E-01,-1.366843E+00,-2.684320E-02,ds/dt,3.000000E-02,2.470000E-02,2.030000E-02,-2.030000E-02,mub/GeV2
607,2.746300E+00,1.212870E+00,9.625782E-01,4.089845E-01,-1.406843E+00,-2.684320E-02,ds/dt,1.520000E-02,1.670000E-02,1.030000E-02,-1.030000E-02,mub/GeV2
608,2.746300E+00,1.212870E+00,9.625782E-01,3.918537E-01,-1.446843E+00,-2.684320E-02,ds/dt,3.200000E-02,2.990000E-02,2.240000E-02,-2.240000E-02,mub/GeV2
609,2.174200E+00,8.846452E-01,4.725472E-01,-7.462583E-01,-1.572701E+00,-1.127015E-01,ds/dt,5.190000E-02,2.040000E-02,6.000000E-03,-6.000000E-03,mub/GeV2
610,2.174200E+00,8.846452E-01,4.725472E-01,-7.941010E-01,-1.612701E+00,-1.127015E-01,ds/dt,2.320000E-02,1.100000E-02,2.700000E-03,-2.700000E-03,mub/GeV2
611,2.174200E+00,8.846452E-01,4.725472E-01,-8.419437E-01,-1.652701E+00,-1.127015E-01,ds/dt,1.570000E-02,8.500000E-03,2.700000E-03,-2.700000E-03,mub/GeV2
612,2.217000E+00,9.099537E-01,5.198419E-01,-5.432357E-01,-1.557248E+00,-9.724816E-02,ds/dt,7.540000E-02,2.140000E-02,8.800000E-03,-8.800000E-03,mub/GeV2
613,2.217000E+00,9.099537E-01,5.198419E-01,-5.855161E-01,-1.597248E+00,-9.724816E-02,ds/dt,7.710000E-02,2.720000E-02,9.000000E-03,-9.000000E-03,mub/GeV2
614,2.217000E+00,9.099537E-01,5.198419E-01,-6.277965E-01,-1.637248E+00,-9.724816E-02,ds/dt,8.010000E-02,2.850000E-02,1.390000E-02,-1.390000E-02,mub/GeV2
615,2.217000E+00,9.099537E-01,5.198419E-01,-6.700769E-01,-1.677248E+00,-9.724816E-02,ds/dt,6.470000E-02,2.930000E-02,1.120000E-02,-1.120000E-02,mub/GeV2
616,2.217000E+00,9.099537E-01,5.198419E-01,-7.123574E-01,-1.717248E+00,-9.724816E-02,ds/dt,5.570000E-02,2.490000E-02,1.800000E-02,-1.800000E-02,mub/GeV2
617,2.258900E+00,9.345865E-01,5.630928E-01,-3.871499E-01,-1.545088E+00,-8.508777E-02,ds/dt,6.410000E-02,1.110000E-02,1.290000E-02,-1.290000E-02,mub/GeV2
618,2.258900E+00,9.345865E-01,5.630928E-01,-4.251540E-01,-1.585088E+00,-8.508777E-02,ds/dt,5.450000E-02,1.010000E-02,1.100000E-02,-1.100000E-02,mub/GeV2
619,2.258900E+00,9.345865E-01,5.630928E-01,-4.631581E-01,-1.625088E+00,-8.508777E-02,ds/dt,6.840000E-02,1.430000E-02,1.490000E-02,-1.490000E-02,mub/GeV2
620,2.258900E+00,9.345865E-01,5.630928E-01,-5.011622E-01,-1.665088E+00,-8.508777E-02,ds/dt,9.790000E-02,2.110000E-02,2.060000E-02,-2.060000E-02,mub/GeV2
621,2.258900E+00,9.345865E-01,5.630928E-01,-5.391663E-01,-1.705088E+00,-8.508777E-02,ds/dt,7.960000E-02,2.270000E-02,1.740000E-02,-1.740000E-02,mub/GeV2
622,2.300100E+00,9.586769E-01,6.033136E-01,-2.621399E-01,-1.535242E+00,-7.524218E-02,ds/dt,3.490000E-02,6.900000E-03,7.000000E-03,-7.000000E-03,mub/GeV2
623,2.300100E+00,9.586769E-01,6.033136E-01,-2.967191E-01,-1.575242E+00,-7.524218E-02,ds/dt,3.600000E-02,7.500000E-03,7.300000E-03,-7.300000E-03,mub/GeV2
