i,W,q,Q,cth,t,t0,obs,value,stat,syst+,syst-,unit
204,2.457800E+00,1.049806E+00,7.425760E-01,7.049621E-01,-5.096891E-01,-4.968906E-02,ds/dt,3.154000E-01,3.260000E-02,1.620000E-02,-1.620000E-02,mub/GeV2
205,2.457800E+00,1.049806E+00,7.425760E-01,6.793066E-01,-5.496891E-01,-4.968906E-02,ds/dt,2.764000E-01,3.000000E-02,1.420000E-02,-1.420000E-02,mub/GeV2
206,2.457800E+00,1.049806E+00,7.425760E-01,6.536511E-01,-5.896891E-01,-4.968906E-02,ds/dt,2.483000E-01,2.820000E-02,1.270000E-02,-1.270000E-02,mub/GeV2
207,2.457800E+00,1.049806E+00,7.425760E-01,6.279957E-01,-6.296891E-01,-4.968906E-02,ds/dt,2.049000E-01,2.510000E-02,1.240000E-02,-1.240000E-02,mub/GeV2
208,2.457800E+00,1.049806E+00,7.425760E-01,6.023402E-01,-6.696891E-01,-4.968906E-02,ds/dt,1.663000E-01,2.000000E-02,1.190000E-02,-1.190000E-02,mub/GeV2
209,2.495700E+00,1.071476E+00,7.735128E-01,7.224904E-01,-5.054281E-01,-4.542808E-02,ds/dt,2.298000E-01,2.760000E-02,1.180000E-02,-1.180000E-02,mub/GeV2
210,2.495700E+00,1.071476E+00,7.735128E-01,6.983592E-01,-5.454281E-01,-4.542808E-02,ds/dt,1.860000E-01,2.440000E-02,9.600000E-03,-9.600000E-03,mub/GeV2
211,2.495700E+00,1.071476E+00,7.735128E-01,6.742279E-01,-5.854281E-01,-4.542808E-02,ds/dt,2.021000E-01,2.630000E-02,1.030000E-02,-1.030000E-02,mub/GeV2
212,2.495700E+00,1.071476E+00,7.735128E-01,6.500966E-01,-6.254281E-01,-4.542808E-02,ds/dt,1.920000E-01,2.450000E-02,1.030000E-02,-1.030000E-02,mub/GeV2
213,2.495700E+00,1.071476E+00,7.735128E-01,6.259654E-01,-6.654281E-01,-4.542808E-02,ds/dt,1.431000E-01,2.010000E-02,1.080000E-02,-1.080000E-02,mub/GeV2
214,2.533000E+00,1.092723E+00,8.032341E-01,7.379552E-01,-5.017174E-01,-4.171739E-02,ds/dt,2.963000E-01,3.810000E-02,2.160000E-02,-2.160000E-02,mub/GeV2
215,2.533000E+00,1.092723E+00,8.032341E-01,7.151687E-01,-5.417174E-01,-4.171739E-02,ds/dt,2.257000E-01,2.980000E-02,1.240000E-02,-1.240000E-02,mub/GeV2
216,2.533000E+00,1.092723E+00,8.032341E-01,6.923822E-01,-5.817174E-01,-4.171739E-02,ds/dt,2.635000E-01,3.590000E-02,1.370000E-02,-1.370000E-02,mub/GeV2
217,2.533000E+00,1.092723E+00,8.032341E-01,6.695956E-01,-6.217174E-01,-4.171739E-02,ds/dt,2.299000E-01,3.170000E-02,1.120000E-02,-1.120000E-02,mub/GeV2
218,2.533000E+00,1.092723E+00,8.032341E-01,6.468091E-01,-6.617174E-01,-4.171739E-02,ds/dt,1.699000E-01,2.560000E-02,1.310000E-02,-1.310000E-02,mub/GeV2
219,2.569800E+00,1.113612E+00,8.319272E-01,7.517388E-01,-4.984564E-01,-3.845638E-02,ds/dt,2.671000E-01,4.540000E-02,2.610000E-02,-2.610000E-02,mub/GeV2
220,2.569800E+00,1.113612E+00,8.319272E-01,7.301509E-01,-5.384564E-01,-3.845638E-02,ds/dt,2.547000E-01,3.750000E-02,2.440000E-02,-2.440000E-02,mub/GeV2
221,2.569800E+00,1.113612E+00,8.319272E-01,7.085630E-01,-5.784564E-01,-3.845638E-02,ds/dt,1.736000E-01,2.950000E-02,1.890000E-02,-1.890000E-02,mub/GeV2
222,2.569800E+00,1.113612E+00,8.319272E-01,6.869750E-01,-6.184564E-01,-3.845638E-02,ds/dt,1.783000E-01,3.210000E-02,1.740000E-02,-1.740000E-02,mub/GeV2
223,2.569800E+00,1.113612E+00,8.319272E-01,6.653871E-01,-6.584564E-01,-3.845638E-02,ds/dt,1.900000E-01,3.080000E-02,1.720000E-02,-1.720000E-02,mub/GeV2
224,2.606100E+00,1.134147E+00,8.596788E-01,7.641032E-01,-4.955745E-01,-3.557446E-02,ds/dt,4.051000E-01,8.110000E-02,4.410000E-02,-4.410000E-02,mub/GeV2
225,2.606100E+00,1.134147E+00,8.596788E-01,7.435904E-01,-5.355745E-01,-3.557446E-02,ds/dt,2.319000E-01,4.630000E-02,2.380000E-02,-2.380000E-02,mub/GeV2
226,2.606100E+00,1.134147E+00,8.596788E-01,7.230776E-01,-5.755745E-01,-3.557446E-02,ds/dt,2.694000E-01,4.990000E-02,2.680000E-02,-2.680000E-02,mub/GeV2
227,2.606100E+00,1.134147E+00,8.596788E-01,7.025649E-01,-6.155745E-01,-3.557446E-02,ds/dt,1.827000E-01,3.920000E-02,1.890000E-02,-1.890000E-02,mub/GeV2
228,2.606100E+00,1.134147E+00,8.596788E-01,6.820521E-01,-6.555745E-01,-3.557446E-02,ds/dt,1.828000E-01,3.920000E-02,1.780000E-02,-1.780000E-02,mub/GeV2
229,2.641800E+00,1.154280E+00,8.864876E-01,7.752270E-01,-4.930215E-01,-3.302147E-02,ds/dt,3.297000E-01,6.660000E-02,2.690000E-02,-2.690000E-02,mub/GeV2
230,2.641800E+00,1.154280E+00,8.864876E-01,7.556816E-01,-5.330215E-01,-3.302147E-02,ds/dt,2.731000E-01,5.080000E-02,2.180000E-02,-2.180000E-02,mub/GeV2
231,2.641800E+00,1.154280E+00,8.864876E-01,7.361361E-01,-5.730215E-01,-3.302147E-02,ds/dt,3.078000E-01,6.170000E-02,2.890000E-02,-2.890000E-02,mub/GeV2
232,2.641800E+00,1.154280E+00,8.864876E-01,7.165906E-01,-6.130215E-01,-3.302147E-02,ds/dt,2.466000E-01,5.060000E-02,2.030000E-02,-2.030000E-02,mub/GeV2
233,2.641800E+00,1.154280E+00,8.864876E-01,6.970451E-01,-6.530215E-01,-3.302147E-02,ds/dt,1.969000E-01,4.790000E-02,1.740000E-02,-1.740000E-02,mub/GeV2
234,2.677100E+00,1.174127E+00,9.125655E-01,7.853412E-01,-4.907368E-01,-3.073675E-02,ds/dt,2.348000E-01,5.730000E-02,2.100000E-02,-2.100000E-02,mub/GeV2
235,2.677100E+00,1.174127E+00,9.125655E-01,7.666752E-01,-5.307368E-01,-3.073675E-02,ds/dt,3.011000E-01,7.880000E-02,2.570000E-02,-2.570000E-02,mub/GeV2
236,2.677100E+00,1.174127E+00,9.125655E-01,7.480092E-01,-5.707368E-01,-3.073675E-02,ds/dt,2.931000E-01,5.900000E-02,3.010000E-02,-3.010000E-02,mub/GeV2
237,2.677100E+00,1.174127E+00,9.125655E-01,7.293432E-01,-6.107368E-01,-3.073675E-02,ds/dt,1.544000E-01,3.700000E-02,1.200000E-02,-1.200000E-02,mub/GeV2
238,2.677100E+00,1.174127E+00,9.125655E-01,7.106772E-01,-6.507368E-01,-3.073675E-02,ds/dt,2.338000E-01,5.440000E-02,2.810000E-02,-2.810000E-02,mub/GeV2
239,2.711900E+00,1.193637E+00,9.378900E-01,7.945511E-01,-4.886896E-01,-2.868962E-02,ds/dt,2.516000E-01,8.270000E-02,2.600000E-02,-2.600000E-02,mub/GeV2
240,2.711900E+00,1.193637E+00,9.378900E-01,7.766860E-01,-5.286896E-01,-2.868962E-02,ds/dt,3.290000E-01,2.141000E-01,5.110000E-02,-5.110000E-02,mub/GeV2
241,2.711900E+00,1.193637E+00,9.378900E-01,7.588209E-01,-5.686896E-01,-2.868962E-02,ds/dt,2.416000E-01,7.320000E-02,2.700000E-02,-2.700000E-02,mub/GeV2
242,2.711900E+00,1.193637E+00,9.378900E-01,7.409558E-01,-6.086896E-01,-2.868962E-02,ds/dt,2.867000E-01,8.040000E-02,3.040000E-02,-3.040000E-02,mub/GeV2
243,2.711900E+00,1.193637E+00,9.378900E-01,7.230907E-01,-6.486896E-01,-2.868962E-02,ds/dt,1.950000E-01,4.960000E-02,2.610000E-02,-2.610000E-02,mub/GeV2
244,2.746300E+00,1.212870E+00,9.625782E-01,8.029948E-01,-4.868432E-01,-2.684320E-02,ds/dt,2.255000E-01,1.258000E-01,4.580000E-02,-4.580000E-02,mub/GeV2
245,2.746300E+00,1.212870E+00,9.625782E-01,7.858640E-01,-5.268432E-01,-2.684320E-02,ds/dt,1.608000E-01,5.580000E-02,1.860000E-02,-1.860000E-02,mub/GeV2
246,2.746300E+00,1.212870E+00,9.625782E-01,7.687331E-01,-5.668432E-01,-2.684320E-02,ds/dt,2.188000E-01,7.410000E-02,2.220000E-02,-2.220000E-02,mub/GeV2
247,2.746300E+00,1.212870E+00,9.625782E-01,7.516022E-01,-6.068432E-01,-2.684320E-02,ds/dt,3.006000E-01,8.800000E-02,3.580000E-02,-3.580000E-02,mub/GeV2
248,2.746300E+00,1.212870E+00,9.625782E-01,7.344713E-01,-6.468432E-01,-2.684320E-02,ds/dt,1.310000E-01,5.160000E-02,1.860000E-02,-1.860000E-02,mub/GeV2
249,1.994200E+00,7.763713E-01,1.896706E-01,-1.241013E+00,-9.363169E-01,-2.763169E-01,ds/dt,3.470000E-02,1.190000E-02,6.700000E-03,-6.700000E-03,mub/GeV2
250,2.040700E+00,8.046509E-01,2.877657E-01,-4.251723E-01,-8.623287E-01,-2.023287E-01,ds/dt,1.480000E-01,1.070000E-02,2.850000E-02,-2.850000E-02,mub/GeV2
251,2.040700E+00,8.046509E-01,2.877657E-01,-5.115464E-01,-9.023287E-01,-2.023287E-01,ds/dt,1.423000E-01,1.140000E-02,2.130000E-02,-2.130000E-02,mub/GeV2
252,2.040700E+00,8.046509E-01,2.877657E-01,-5.979205E-01,-9.423287E-01,-2.023287E-01,ds/dt,1.288000E-01,1.090000E-02,6.440000E-02,-6.440000E-02,mub/GeV2
253,2.040700E+00,8.046509E-01,2.877657E-01,-6.842946E-01,-9.823287E-01,-2.023287E-01,ds/dt,1.195000E-01,1.210000E-02,4.380000E-02,-4.380000E-02,mub/GeV2
254,2.040700E+00,8.046509E-01,2.877657E-01,-7.706687E-01,-1.022329E+00,-2.023287E-01,ds/dt,1.290000E-01,1.890000E-02,4.650000E-02,-4.650000E-02,mub/GeV2
255,2.086100E+00,8.320452E-01,3.599764E-01,-1.017753E-01,-8.207989E-01,-1.607989E-01,ds/dt,1.251000E-01,8.300000E-03,1.240000E-02,-1.240000E-02,mub/GeV2
256,2.086100E+00,8.320452E-01,3.599764E-01,-1.685495E-01,-8.607989E-01,-1.607989E-01,ds/dt,1.492000E-01,1.000000E-02,1.770000E-02,-1.770000E-02,mub/GeV2
257,2.086100E+00,8.320452E-01,3.599764E-01,-2.353238E-01,-9.007989E-01,-1.607989E-01,ds/dt,1.371000E-01,8.500000E-03,9.200000E-03,-9.200000E-03,mub/GeV2
258,2.086100E+00,8.320452E-01,3.599764E-01,-3.020980E-01,-9.407989E-01,-1.607989E-01,ds/dt,1.552000E-01,1.170000E-02,5.000000E-02,-5.000000E-02,mub/GeV2
259,2.086100E+00,8.320452E-01,3.599764E-01,-3.688723E-01,-9.807989E-01,-1.607989E-01,ds/dt,1.782000E-01,1.420000E-02,2.320000E-02,-2.320000E-02,mub/GeV2
260,2.130600E+00,8.587022E-01,4.200402E-01,8.508565E-02,-7.929392E-01,-1.329392E-01,ds/dt,1.114000E-01,7.800000E-03,2.090000E-02,-2.090000E-02,mub/GeV2
261,2.130600E+00,8.587022E-01,4.200402E-01,2.963630E-02,-8.329392E-01,-1.329392E-01,ds/dt,1.108000E-01,9.100000E-03,1.140000E-02,-1.140000E-02,mub/GeV2
262,2.130600E+00,8.587022E-01,4.200402E-01,-2.581305E-02,-8.729392E-01,-1.329392E-01,ds/dt,9.580000E-02,7.200000E-03,2.630000E-02,-2.630000E-02,mub/GeV2
263,2.130600E+00,8.587022E-01,4.200402E-01,-8.126241E-02,-9.129392E-01,-1.329392E-01,ds/dt,9.880000E-02,8.000000E-03,1.760000E-02,-1.760000E-02,mub/GeV2
264,2.130600E+00,8.587022E-01,4.200402E-01,-1.367118E-01,-9.529392E-01,-1.329392E-01,ds/dt,1.141000E-01,9.400000E-03,8.300000E-03,-8.300000E-03,mub/GeV2
265,2.174200E+00,8.846452E-01,4.725472E-01,2.105955E-01,-7.727015E-01,-1.127015E-01,ds/dt,8.440000E-02,7.500000E-03,6.400000E-03,-6.400000E-03,mub/GeV2
266,2.174200E+00,8.846452E-01,4.725472E-01,1.627529E-01,-8.127015E-01,-1.127015E-01,ds/dt,7.570000E-02,7.500000E-03,1.300000E-02,-1.300000E-02,mub/GeV2
267,2.174200E+00,8.846452E-01,4.725472E-01,1.149102E-01,-8.527015E-01,-1.127015E-01,ds/dt,8.070000E-02,7.100000E-03,7.800000E-03,-7.800000E-03,mub/GeV2
268,2.174200E+00,8.846452E-01,4.725472E-01,6.706746E-02,-8.927015E-01,-1.127015E-01,ds/dt,6.870000E-02,6.700000E-03,2.260000E-02,-2.260000E-02,mub/GeV2
269,2.174200E+00,8.846452E-01,4.725472E-01,1.922477E-02,-9.327015E-01,-1.127015E-01,ds/dt,7.800000E-02,8.300000E-03,1.260000E-02,-1.260000E-02,mub/GeV2
270,2.217000E+00,9.099537E-01,5.198419E-01,3.023729E-01,-7.572482E-01,-9.724816E-02,ds/dt,1.362000E-01,1.140000E-02,9.700000E-03,-9.700000E-03,mub/GeV2
271,2.217000E+00,9.099537E-01,5.198419E-01,2.600925E-01,-7.972482E-01,-9.724816E-02,ds/dt,1.118000E-01,1.000000E-02,1.110000E-02,-1.110000E-02,mub/GeV2
272,2.217000E+00,9.099537E-01,5.198419E-01,2.178121E-01,-8.372482E-01,-9.724816E-02,ds/dt,9.240000E-02,7.600000E-03,2.890000E-02,-2.890000E-02,mub/GeV2
273,2.217000E+00,9.099537E-01,5.198419E-01,1.755316E-01,-8.772482E-01,-9.724816E-02,ds/dt,1.010000E-01,1.020000E-02,1.280000E-02,-1.280000E-02,mub/GeV2
274,2.217000E+00,9.099537E-01,5.198419E-01,1.332512E-01,-9.172482E-01,-9.724816E-02,ds/dt,8.530000E-02,8.100000E-03,7.400000E-03,-7.400000E-03,mub/GeV2
275,2.258900E+00,9.345865E-01,5.630928E-01,3.729322E-01,-7.450878E-01,-8.508777E-02,ds/dt,1.288000E-01,1.180000E-02,9.100000E-03,-9.100000E-03,mub/GeV2
276,2.258900E+00,9.345865E-01,5.630928E-01,3.349281E-01,-7.850878E-01,-8.508777E-02,ds/dt,1.255000E-01,1.180000E-02,8.400000E-03,-8.400000E-03,mub/GeV2
277,2.258900E+00,9.345865E-01,5.630928E-01,2.969240E-01,-8.250878E-01,-8.508777E-02,ds/dt,1.102000E-01,9.100000E-03,9.100000E-03,-9.100000E-03,mub/GeV2
278,2.258900E+00,9.345865E-01,5.630928E-01,2.589199E-01,-8.650878E-01,-8.508777E-02,ds/dt,9.130000E-02,1.000000E-02,1.330000E-02,-1.330000E-02,mub/GeV2
279,2.258900E+00,9.345865E-01,5.630928E-01,2.209158E-01,-9.050878E-01,-8.508777E-02,ds/dt,8.640000E-02,8.800000E-03,2.530000E-02,-2.530000E-02,mub/GeV2
280,2.300100E+00,9.586769E-01,6.033136E-01,4.294436E-01,-7.352422E-01,-7.524218E-02,ds/dt,1.301000E-01,1.460000E-02,9.900000E-03,-9.900000E-03,mub/GeV2
281,2.300100E+00,9.586769E-01,6.033136E-01,3.948644E-01,-7.752422E-01,-7.524218E-02,ds/dt,1.307000E-01,1.160000E-02,2.140000E-02,-2.140000E-02,mub/GeV2
282,2.300100E+00,9.586769E-01,6.033136E-01,3.602853E-01,-8.152422E-01,-7.524218E-02,ds/dt,1.129000E-01,1.330000E-02,2.640000E-02,-2.640000E-02,mub/GeV2
283,2.300100E+00,9.586769E-01,6.033136E-01,3.257061E-01,-8.552422E-01,-7.524218E-02,ds/dt,8.260000E-02,8.300000E-03,8.100000E-03,-8.100000E-03,mub/GeV2
284,2.300100E+00,9.586769E-01,6.033136E-01,2.911269E-01,-8.952422E-01,-7.524218E-02,ds/dt,7.910000E-02,1.000000E-02,9.600000E-03,-9.600000E-03,mub/GeV2
285,2.340500E+00,9.821803E-01,6.409496E-01,4.757978E-01,-7.271442E-01,-6.714425E-02,ds/dt,2.154000E-01,1.530000E-02,1.910000E-02,-1.910000E-02,mub/GeV2
286,2.340500E+00,9.821803E-01,6.409496E-01,4.440280E-01,-7.671442E-01,-6.714425E-02,ds/dt,1.804000E-01,1.390000E-02,1.440000E-02,-1.440000E-02,mub/GeV2
287,2.340500E+00,9.821803E-01,6.409496E-01,4.122582E-01,-8.071442E-01,-6.714425E-02,ds/dt,1.833000E-01,1.420000E-02,1.700000E-02,-1.700000E-02,mub/GeV2
288,2.340500E+00,9.821803E-01,6.409496E-01,3.804883E-01,-8.471442E-01,-6.714425E-02,ds/dt,1.487000E-01,1.260000E-02,1.460000E-02,-1.460000E-02,mub/GeV2
289,2.340500E+00,9.821803E-01,6.409496E-01,3.487185E-01,-8.871442E-01,-6.714425E-02,ds/dt,1.444000E-01,1.270000E-02,2.210000E-02,-2.210000E-02,mub/GeV2
290,2.380300E+00,1.005225E+00,6.765724E-01,5.147825E-01,-7.203531E-01,-6.035306E-02,ds/dt,1.337000E-01,1.120000E-02,1.610000E-02,-1.610000E-02,mub/GeV2
291,2.380300E+00,1.005225E+00,6.765724E-01,4.853754E-01,-7.603531E-01,-6.035306E-02,ds/dt,1.137000E-01,9.700000E-03,1.340000E-02,-1.340000E-02,mub/GeV2
292,2.380300E+00,1.005225E+00,6.765724E-01,4.559683E-01,-8.003531E-01,-6.035306E-02,ds/dt,1.098000E-01,9.600000E-03,1.300000E-02,-1.300000E-02,mub/GeV2
293,2.380300E+00,1.005225E+00,6.765724E-01,4.265612E-01,-8.403531E-01,-6.035306E-02,ds/dt,9.640000E-02,9.000000E-03,2.270000E-02,-2.270000E-02,mub/GeV2
294,2.380300E+00,1.005225E+00,6.765724E-01,3.971540E-01,-8.803531E-01,-6.035306E-02,ds/dt,9.210000E-02,8.900000E-03,1.230000E-02,-1.230000E-02,mub/GeV2
295,2.419300E+00,1.027706E+00,7.102891E-01,5.479256E-01,-7.146182E-01,-5.461822E-02,ds/dt,1.501000E-01,1.790000E-02,1.040000E-02,-1.040000E-02,mub/GeV2
296,2.419300E+00,1.027706E+00,7.102891E-01,5.205272E-01,-7.546182E-01,-5.461822E-02,ds/dt,1.064000E-01,1.400000E-02,8.800000E-03,-8.800000E-03,mub/GeV2
297,2.419300E+00,1.027706E+00,7.102891E-01,4.931287E-01,-7.946182E-01,-5.461822E-02,ds/dt,1.117000E-01,1.320000E-02,8.100000E-03,-8.100000E-03,mub/GeV2
298,2.419300E+00,1.027706E+00,7.102891E-01,4.657303E-01,-8.346182E-01,-5.461822E-02,ds/dt,1.043000E-01,1.340000E-02,8.900000E-03,-8.900000E-03,mub/GeV2
299,2.419300E+00,1.027706E+00,7.102891E-01,4.383318E-01,-8.746182E-01,-5.461822E-02,ds/dt,1.275000E-01,1.600000E-02,1.060000E-02,-1.060000E-02,mub/GeV2
300,2.457800E+00,1.049806E+00,7.425760E-01,5.766847E-01,-7.096891E-01,-4.968906E-02,ds/dt,1.464000E-01,1.830000E-02,1.030000E-02,-1.030000E-02,mub/GeV2
301,2.457800E+00,1.049806E+00,7.425760E-01,5.510293E-01,-7.496891E-01,-4.968906E-02,ds/dt,1.325000E-01,1.760000E-02,9.700000E-03,-9.700000E-03,mub/GeV2
302,2.457800E+00,1.049806E+00,7.425760E-01,5.253738E-01,-7.896891E-01,-4.968906E-02,ds/dt,1.176000E-01,1.630000E-02,9.500000E-03,-9.500000E-03,mub/GeV2
303,2.457800E+00,1.049806E+00,7.425760E-01,4.997183E-01,-8.296891E-01,-4.968906E-02,ds/dt,1.100000E-01,1.700000E-02,7.700000E-03,-7.700000E-03,mub/GeV2
304,2.457800E+00,1.049806E+00,7.425760E-01,4.740628E-01,-8.696891E-01,-4.968906E-02,ds/dt,8.040000E-02,1.360000E-02,8.300000E-03,-8.300000E-03,mub/GeV2
305,2.495700E+00,1.071476E+00,7.735128E-01,6.018341E-01,-7.054281E-01,-4.542808E-02,ds/dt,1.594000E-01,2.150000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
306,2.495700E+00,1.071476E+00,7.735128E-01,5.777028E-01,-7.454281E-01,-4.542808E-02,ds/dt,1.415000E-01,2.160000E-02,1.060000E-02,-1.060000E-02,mub/GeV2
307,2.495700E+00,1.071476E+00,7.735128E-01,5.535716E-01,-7.854281E-01,-4.542808E-02,ds/dt,1.195000E-01,1.940000E-02,8.600000E-03,-8.600000E-03,mub/GeV2
308,2.495700E+00,1.071476E+00,7.735128E-01,5.294403E-01,-8.254281E-01,-4.542808E-02,ds/dt,9.800000E-02,1.620000E-02,7.400000E-03,-7.400000E-03,mub/GeV2
309,2.495700E+00,1.071476E+00,7.735128E-01,5.053090E-01,-8.654281E-01,-4.542808E-02,ds/dt,7.950000E-02,1.510000E-02,8.600000E-03,-8.600000E-03,mub/GeV2
310,2.533000E+00,1.092723E+00,8.032341E-01,6.240226E-01,-7.017174E-01,-4.171739E-02,ds/dt,1.597000E-01,2.530000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
311,2.533000E+00,1.092723E+00,8.032341E-01,6.012361E-01,-7.417174E-01,-4.171739E-02,ds/dt,1.309000E-01,2.280000E-02,9.900000E-03,-9.900000E-03,mub/GeV2
312,2.533000E+00,1.092723E+00,8.032341E-01,5.784496E-01,-7.817174E-01,-4.171739E-02,ds/dt,1.271000E-01,2.280000E-02,9.500000E-03,-9.500000E-03,mub/GeV2
313,2.533000E+00,1.092723E+00,8.032341E-01,5.556631E-01,-8.217174E-01,-4.171739E-02,ds/dt,1.057000E-01,2.010000E-02,7.800000E-03,-7.800000E-03,mub/GeV2
314,2.533000E+00,1.092723E+00,8.032341E-01,5.328766E-01,-8.617174E-01,-4.171739E-02,ds/dt,9.320000E-02,1.840000E-02,9.800000E-03,-9.800000E-03,mub/GeV2
315,2.569800E+00,1.113612E+00,8.319272E-01,6.437992E-01,-6.984564E-01,-3.845638E-02,ds/dt,1.544000E-01,2.680000E-02,1.680000E-02,-1.680000E-02,mub/GeV2
316,2.569800E+00,1.113612E+00,8.319272E-01,6.222113E-01,-7.384564E-01,-3.845638E-02,ds/dt,1.012000E-01,2.090000E-02,9.200000E-03,-9.200000E-03,mub/GeV2
317,2.569800E+00,1.113612E+00,8.319272E-01,6.006233E-01,-7.784564E-01,-3.845638E-02,ds/dt,1.441000E-01,2.590000E-02,1.250000E-02,-1.250000E-02,mub/GeV2
318,2.569800E+00,1.113612E+00,8.319272E-01,5.790354E-01,-8.184564E-01,-3.845638E-02,ds/dt,1.278000E-01,2.840000E-02,1.130000E-02,-1.130000E-02,mub/GeV2
319,2.569800E+00,1.113612E+00,8.319272E-01,5.574475E-01,-8.584564E-01,-3.845638E-02,ds/dt,1.289000E-01,2.580000E-02,2.160000E-02,-2.160000E-02,mub/GeV2
320,2.606100E+00,1.134147E+00,8.596788E-01,6.615393E-01,-6.955745E-01,-3.557446E-02,ds/dt,1.687000E-01,3.940000E-02,1.560000E-02,-1.560000E-02,mub/GeV2
321,2.606100E+00,1.134147E+00,8.596788E-01,6.410266E-01,-7.355745E-01,-3.557446E-02,ds/dt,1.299000E-01,3.160000E-02,1.210000E-02,-1.210000E-02,mub/GeV2
322,2.606100E+00,1.134147E+00,8.596788E-01,6.205138E-01,-7.755745E-01,-3.557446E-02,ds/dt,1.519000E-01,3.300000E-02,1.330000E-02,-1.330000E-02,mub/GeV2
323,2.606100E+00,1.134147E+00,8.596788E-01,6.000010E-01,-8.155745E-01,-3.557446E-02,ds/dt,1.769000E-01,3.740000E-02,1.570000E-02,-1.570000E-02,mub/GeV2
324,2.606100E+00,1.134147E+00,8.596788E-01,5.794882E-01,-8.555745E-01,-3.557446E-02,ds/dt,1.095000E-01,2.780000E-02,1.780000E-02,-1.780000E-02,mub/GeV2
325,2.641800E+00,1.154280E+00,8.864876E-01,6.774997E-01,-6.930215E-01,-3.302147E-02,ds/dt,1.808000E-01,4.540000E-02,1.710000E-02,-1.710000E-02,mub/GeV2
326,2.641800E+00,1.154280E+00,8.864876E-01,6.579542E-01,-7.330215E-01,-3.302147E-02,ds/dt,2.395000E-01,4.930000E-02,2.240000E-02,-2.240000E-02,mub/GeV2
327,2.641800E+00,1.154280E+00,8.864876E-01,6.384087E-01,-7.730215E-01,-3.302147E-02,ds/dt,1.369000E-01,3.100000E-02,1.280000E-02,-1.280000E-02,mub/GeV2
328,2.641800E+00,1.154280E+00,8.864876E-01,6.188632E-01,-8.130215E-01,-3.302147E-02,ds/dt,1.210000E-01,2.930000E-02,1.060000E-02,-1.060000E-02,mub/GeV2
329,2.641800E+00,1.154280E+00,8.864876E-01,5.993178E-01,-8.530215E-01,-3.302147E-02,ds/dt,1.115000E-01,2.800000E-02,1.640000E-02,-1.640000E-02,mub/GeV2
330,2.677100E+00,1.174127E+00,9.125655E-01,6.920112E-01,-6.907368E-01,-3.073675E-02,ds/dt,2.080000E-01,5.440000E-02,2.020000E-02,-2.020000E-02,mub/GeV2
331,2.677100E+00,1.174127E+00,9.125655E-01,6.733453E-01,-7.307368E-01,-3.073675E-02,ds/dt,1.995000E-01,5.170000E-02,1.940000E-02,-1.940000E-02,mub/GeV2
332,2.677100E+00,1.174127E+00,9.125655E-01,6.546793E-01,-7.707368E-01,-3.073675E-02,ds/dt,1.535000E-01,4.300000E-02,1.340000E-02,-1.340000E-02,mub/GeV2
333,2.677100E+00,1.174127E+00,9.125655E-01,6.360133E-01,-8.107368E-01,-3.073675E-02,ds/dt,1.289000E-01,3.200000E-02,1.450000E-02,-1.450000E-02,mub/GeV2
334,2.677100E+00,1.174127E+00,9.125655E-01,6.173473E-01,-8.507368E-01,-3.073675E-02,ds/dt,1.217000E-01,3.280000E-02,1.810000E-02,-1.810000E-02,mub/GeV2
335,2.711900E+00,1.193637E+00,9.378900E-01,7.052256E-01,-6.886896E-01,-2.868962E-02,ds/dt,1.865000E-01,5.970000E-02,2.640000E-02,-2.640000E-02,mub/GeV2
336,2.711900E+00,1.193637E+00,9.378900E-01,6.873604E-01,-7.286896E-01,-2.868962E-02,ds/dt,2.104000E-01,6.000000E-02,2.810000E-02,-2.810000E-02,mub/GeV2
337,2.711900E+00,1.193637E+00,9.378900E-01,6.694953E-01,-7.686896E-01,-2.868962E-02,ds/dt,1.438000E-01,4.740000E-02,1.930000E-02,-1.930000E-02,mub/GeV2
338,2.711900E+00,1.193637E+00,9.378900E-01,6.516302E-01,-8.086896E-01,-2.868962E-02,ds/dt,1.405000E-01,4.150000E-02,2.060000E-02,-2.060000E-02,mub/GeV2
339,2.711900E+00,1.193637E+00,9.378900E-01,6.337651E-01,-8.486896E-01,-2.868962E-02,ds/dt,1.433000E-01,4.360000E-02,3.230000E-02,-3.230000E-02,mub/GeV2
340,2.746300E+00,1.212870E+00,9.625782E-01,7.173404E-01,-6.868432E-01,-2.684320E-02,ds/dt,1.309000E-01,4.680000E-02,1.940000E-02,-1.940000E-02,mub/GeV2
341,2.746300E+00,1.212870E+00,9.625782E-01,7.002095E-01,-7.268432E-01,-2.684320E-02,ds/dt,2.009000E-01,6.700000E-02,4.890000E-02,-4.890000E-02,mub/GeV2
342,2.746300E+00,1.212870E+00,9.625782E-01,6.830787E-01,-7.668432E-01,-2.684320E-02,ds/dt,1.237000E-01,3.970000E-02,1.640000E-02,-1.640000E-02,mub/GeV2
343,2.746300E+00,1.212870E+00,9.625782E-01,6.659478E-01,-8.068432E-01,-2.684320E-02,ds/dt,8.700000E-02,3.500000E-02,1.190000E-02,-1.190000E-02,mub/GeV2
