		0.260			0.300			0.340			0.380			0.420
1.6500	1.9942	0.1939	0.0251	0.0107	0.1536	0.0081	0.0092	0.1456	0.0076	0.0092	0.1441	0.0214	0.0101	0.1393	0.0214	0.0110
1.7500	2.0407	0.2734	0.0256	0.0111	0.2335	0.0099	0.0102	0.2345	0.0166	0.0113	0.2133	0.0248	0.0100	0.2082	0.0124	0.0103
1.8500	2.0861	0.2992	0.0438	0.0128	0.2842	0.0130	0.0122	0.2484	0.0186	0.0114	0.2034	0.0236	0.0096	0.1707	0.0306	0.0087
1.9500	2.1306	0.3481	0.0344	0.0159	0.3052	0.0103	0.0140	0.2398	0.0184	0.0116	0.2287	0.0111	0.0119	0.2333	0.0266	0.0127
2.0500	2.1742	0.3503	0.0428	0.0177	0.3038	0.0244	0.0155	0.2696	0.0216	0.0146	0.2538	0.0273	0.0142	0.2266	0.0154	0.0136
2.1500	2.2170	0.3629	0.0175	0.0171	0.3142	0.0153	0.0150	0.3271	0.0123	0.0151	0.2915	0.0134	0.0153	0.2232	0.0169	0.0133
2.2500	2.2589	0.3980	0.0401	0.0236	0.3324	0.0431	0.0200	0.2801	0.0170	0.0175	0.2108	0.0119	0.0130	0.1821	0.0107	0.0115
2.3500	2.3001	0.2993	0.0340	0.0213	0.2929	0.0295	0.0241	0.2948	0.0174	0.0189	0.2476	0.0258	0.0167	0.2237	0.0390	0.0157
2.4500	2.3405	0.4452	0.0388	0.0287	0.4214	0.0676	0.0275	0.4306	0.0245	0.0275	0.3818	0.0336	0.0240	0.3026	0.0303	0.0210
2.5500	2.3803	0.4814	0.1279	0.0346	0.3609	0.0228	0.0277	0.3652	0.0290	0.0257	0.2821	0.0425	0.0214	0.2793	0.0496	0.0206
2.6500	2.4193	0.5295	0.0261	0.0494	0.3505	0.0150	0.0338	0.3220	0.0140	0.0306	0.3544	0.0160	0.0339	0.2980	0.0154	0.0284
2.7500	2.4578	0.7359	0.0339	0.0829	0.3617	0.0150	0.0384	0.4093	0.0200	0.0410	0.3380	0.0138	0.0357	0.2924	0.0180	0.0313
2.8500	2.4957	0.4934	0.0245	0.0515	0.3104	0.0148	0.0379	0.3718	0.0209	0.0448	0.3566	0.0198	0.0392	0.2832	0.0148	0.0304
2.9500	2.5330	0.6718	0.0309	0.1047	0.3422	0.0180	0.0519	0.3600	0.0175	0.0466	0.3196	0.0181	0.0411	0.2948	0.0146	0.0404
3.0500	2.5698	0.7510	0.0503	0.1210	0.3769	0.0246	0.0651	0.4937	0.0419	0.0637	0.4405	0.0294	0.0638	0.3378	0.0336	0.0488
3.1500	2.6061	0.9479	0.0765	0.1849	0.6846	0.0448	0.1098	0.4364	0.0288	0.0741	0.2288	0.0159	0.0477	0.3663	0.0347	0.0661
3.2500	2.6418	0.8494	0.0923	0.1894	0.6616	0.0579	0.1241	0.4677	0.0461	0.0921	0.3325	0.0329	0.0787	0.3453	0.0323	0.0741
3.3500	2.6771	0.7554	0.0679	0.3435	0.6573	0.0574	0.1652	0.2406	0.0241	0.1249	0.2626	0.0289	0.0560	0.2138	0.0268	0.0564
3.4500	2.7119	0.7195	0.0885	0.2952	0.9465	0.0981	0.2898	0.5407	0.0586	0.1511	0.3433	0.0332	0.0745	0.2168	0.0227	0.0950
3.5500	2.7463	0.4325	0.0884	0.1299	0.7958	0.1106	0.1843	0.4842	0.0596	0.1374	0.2155	0.0358	0.1013	0.2609	0.0314	0.0792
