		0.460			0.500			0.540			0.580			0.620
1.6500	1.9942	0.1025	0.0093	0.0093	0.1043	0.0142	0.0105	0.1058	0.0137	0.0129	0.0624	0.0067	0.0094	0.0521	0.0157	0.0108
1.7500	2.0407	0.1921	0.0188	0.0101	0.1556	0.0093	0.0092	0.1519	0.0137	0.0096	0.1490	0.0200	0.0097	0.1535	0.0131	0.0156
1.8500	2.0861	0.1575	0.0179	0.0084	0.1516	0.0087	0.0082	0.1552	0.0122	0.0090	0.1350	0.0224	0.0082	0.1201	0.0142	0.0074
1.9500	2.1306	0.1765	0.0214	0.0100	0.1453	0.0074	0.0085	0.1341	0.0315	0.0086	0.1088	0.0134	0.0073	0.1081	0.0115	0.0071
2.0500	2.1742	0.1849	0.0391	0.0114	0.1535	0.0088	0.0109	0.1453	0.0308	0.0107	0.1302	0.0110	0.0107	0.1100	0.0118	0.0094
2.1500	2.2170	0.0754	0.0088	0.0214	0.0771	0.0090	0.0272	0.0801	0.0139	0.0285	0.0647	0.0112	0.0293	0.0557	0.0180	0.0249
2.2500	2.2589	0.1956	0.0115	0.0138	0.1759	0.0125	0.0117	0.1774	0.0131	0.0145	0.1411	0.0084	0.0115	0.1334	0.0100	0.0109
2.3500	2.3001	0.1874	0.0324	0.0135	0.1606	0.0149	0.0126	0.1580	0.0298	0.0118	0.1476	0.0369	0.0146	0.1252	0.0086	0.0101
2.4500	2.3405	0.2775	0.0193	0.0202	0.2731	0.0189	0.0195	0.2614	0.0186	0.0190	0.2566	0.0208	0.0185	0.2175	0.0210	0.0158
2.5500	2.3803	0.2220	0.0150	0.0180	0.2144	0.0155	0.0171	0.1710	0.0268	0.0134	0.1596	0.0216	0.0126	0.1377	0.0194	0.0119
2.6500	2.4193	0.3050	0.0156	0.0296	0.3103	0.0156	0.0309	0.2301	0.0114	0.0239	0.1636	0.0090	0.0172	0.1578	0.0115	0.0171
2.7500	2.4578	0.3154	0.0162	0.0326	0.2764	0.0142	0.0300	0.2483	0.0127	0.0282	0.2049	0.0124	0.0251	0.1663	0.0119	0.0200
2.8500	2.4957	0.2298	0.0118	0.0276	0.1860	0.0096	0.0244	0.2021	0.0103	0.0263	0.1920	0.0103	0.0245	0.1431	0.0108	0.0201
2.9500	2.5330	0.2963	0.0216	0.0381	0.2257	0.0124	0.0298	0.2635	0.0137	0.0359	0.2299	0.0112	0.0317	0.1699	0.0131	0.0256
3.0500	2.5698	0.2671	0.0261	0.0454	0.2547	0.0244	0.0375	0.1736	0.0189	0.0295	0.1783	0.0174	0.0321	0.1900	0.0172	0.0308
3.1500	2.6061	0.4051	0.0441	0.0811	0.2319	0.0238	0.0463	0.2694	0.0268	0.0499	0.1827	0.0189	0.0392	0.1828	0.0178	0.0392
3.2500	2.6418	0.3297	0.0269	0.0666	0.2731	0.0218	0.0508	0.3078	0.0289	0.0617	0.2466	0.0203	0.0506	0.1969	0.0174	0.0479
3.3500	2.6771	0.2348	0.0210	0.0573	0.3011	0.0257	0.0788	0.2931	0.0301	0.0590	0.1544	0.0120	0.0370	0.2338	0.0281	0.0544
3.4500	2.7119	0.2516	0.0260	0.0827	0.3290	0.0511	0.2141	0.2416	0.0270	0.0732	0.2867	0.0304	0.0804	0.1950	0.0261	0.0496
3.5500	2.7463	0.2255	0.0458	0.1258	0.1608	0.0186	0.0558	0.2188	0.0222	0.0741	0.3006	0.0358	0.0880	0.1310	0.0186	0.0516
