E: 16.0
-T: in GeV**2
ds/dt: in mub/GeV**2
0.300, 0.260
0.300, 0.360
0.300, 0.159
0.399, 0.208
0.399, 0.343
0.399, 0.0784
0.499, 0.129
0.499, 0.168
0.499, 0.0895
0.697, 0.0556
0.697, 0.0738
0.697, 0.0385
0.900, 0.0298
0.900, 0.0393
0.900, 0.0208
1.10, 0.0269
1.10, 0.0339
1.10, 0.0197
1.38, 0.00710
1.38, 0.00996
1.38, 0.00409
