		1.260			1.300			1.340			1.380			1.420
1.9500	2.1306	0.1042	0.0199	0.0378	0.0473	0.0109	0.0181	0.0241	0.0056	0.0049	0.0279	0.0206	0.0061	0.0074	0.0054	0.0026
2.0500	2.1742	0.0959	0.0131	0.0191	0.1046	0.0140	0.0242	0.0890	0.0120	0.0280	0.1034	0.0150	0.0351	0.0860	0.0125	0.0310
2.1500	2.2170	0.0642	0.0088	0.0092	0.0669	0.0090	0.0104	0.0680	0.0091	0.0105	0.0787	0.0114	0.0133	0.0855	0.0125	0.0182
2.2500	2.2589	0.0519	0.0094	0.0078	0.0596	0.0086	0.0085	0.0497	0.0073	0.0077	0.0526	0.0088	0.0084	0.0663	0.0111	0.0114
2.3500	2.3001	0.0508	0.0093	0.0087	0.0458	0.0066	0.0081	0.0413	0.0062	0.0075	0.0407	0.0068	0.0076	0.0399	0.0067	0.0077
2.4500	2.3405	0.0535	0.0112	0.0074	0.0511	0.0134	0.0078	0.0443	0.0117	0.0069	0.0464	0.0204	0.0071	0.0431	0.0190	0.0071
2.5500	2.3803	0.0419	0.0088	0.0072	0.0397	0.0104	0.0068	0.0257	0.0067	0.0049	0.0234	0.0103	0.0044	0.0190	0.0083	0.0040
2.6500	2.4193	0.0355	0.0053	0.0093	0.0357	0.0056	0.0099	0.0308	0.0046	0.0099	0.0318	0.0048	0.0104	0.0225	0.0083	0.0081
2.7500	2.4578	0.0365	0.0055	0.0114	0.0432	0.0065	0.0144	0.0337	0.0050	0.0126	0.0386	0.0061	0.0142	0.0522	0.0194	0.0196
2.8500	2.4957	0.0527	0.0084	0.0175	0.0576	0.0090	0.0196	0.0351	0.0055	0.0150	0.0452	0.0071	0.0182	0.0530	0.0097	0.0243
2.9500	2.5330	0.0449	0.0075	0.0163	0.0461	0.0072	0.0195	0.0283	0.0044	0.0110	0.0529	0.0084	0.0265	0.0453	0.0083	0.0225
3.0500	2.5698	0.0614	0.0197	0.0232	0.0704	0.0227	0.0289	0.0626	0.0201	0.0296	0.0417	0.0134	0.0192	0.0362	0.0128	0.0178
3.1500	2.6061	0.0482	0.0155	0.0225	0.0667	0.0214	0.0336	0.0594	0.0192	0.0280	0.0431	0.0139	0.0231	0.0606	0.0215	0.0292
3.2500	2.6418	0.0324	0.0177	0.0150	0.0345	0.0188	0.0181	0.0388	0.0212	0.0213	0.0305	0.0165	0.0175	0.0314	0.0190	0.0170
3.3500	2.6771	0.0491	0.0272	0.0255	0.0499	0.0272	0.0295	0.0565	0.0306	0.0301	0.0344	0.0187	0.0212	0.0251	0.0153	0.0180
3.4500	2.7119	0.0194	0.0133	0.0110	0.0264	0.0179	0.0165	0.0389	0.0265	0.0212	0.0111	0.0075	0.0087	0.0304	0.0196	0.0239
3.5500	2.7463	0.0254	0.0172	0.0177	0.0136	0.0092	0.0123	0.0300	0.0203	0.0247	0.0152	0.0103	0.0167	0.0320	0.0224	0.0299
