		1.060			1.100			1.140			1.180			1.220
1.8500	2.0861	0.1411	0.0113	0.0481	0.0672	0.0054	0.0264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1.9500	2.1306	0.1671	0.0134	0.0260	0.1558	0.0138	0.0252	0.1311	0.0148	0.0295	0.1175	0.0135	0.0407	0.1222	0.0231	0.0400
2.0500	2.1742	0.0818	0.0110	0.0092	0.0859	0.0118	0.0099	0.0902	0.0111	0.0108	0.0933	0.0116	0.0115	0.1138	0.0156	0.0153
2.1500	2.2170	0.0655	0.0088	0.0080	0.0605	0.0082	0.0076	0.0606	0.0075	0.0077	0.0589	0.0073	0.0078	0.0546	0.0075	0.0077
2.2500	2.2589	0.0707	0.0144	0.0097	0.0627	0.0130	0.0089	0.0564	0.0113	0.0082	0.0541	0.0108	0.0076	0.0546	0.0099	0.0079
2.3500	2.3001	0.0587	0.0120	0.0088	0.0522	0.0107	0.0087	0.0479	0.0096	0.0070	0.0415	0.0083	0.0070	0.0414	0.0075	0.0073
2.4500	2.3405	0.0611	0.0106	0.0086	0.0624	0.0108	0.0088	0.0598	0.0105	0.0079	0.0639	0.0126	0.0082	0.0567	0.0118	0.0080
2.5500	2.3803	0.0554	0.0101	0.0083	0.0521	0.0096	0.0084	0.0505	0.0099	0.0079	0.0479	0.0093	0.0075	0.0410	0.0085	0.0067
2.6500	2.4193	0.0675	0.0080	0.0128	0.0568	0.0067	0.0117	0.0515	0.0061	0.0106	0.0597	0.0070	0.0132	0.0499	0.0075	0.0125
2.7500	2.4578	0.0594	0.0073	0.0123	0.0542	0.0064	0.0124	0.0528	0.0063	0.0121	0.0423	0.0051	0.0120	0.0300	0.0045	0.0086
2.8500	2.4957	0.0483	0.0069	0.0114	0.0398	0.0051	0.0105	0.0464	0.0058	0.0134	0.0442	0.0055	0.0142	0.0587	0.0093	0.0176
2.9500	2.5330	0.0570	0.0072	0.0158	0.0532	0.0068	0.0150	0.0448	0.0056	0.0155	0.0463	0.0059	0.0145	0.0417	0.0065	0.0165
3.0500	2.5698	0.0809	0.0144	0.0244	0.0495	0.0089	0.0150	0.0642	0.0119	0.0207	0.0500	0.0089	0.0190	0.0741	0.0239	0.0280
3.1500	2.6061	0.0585	0.0106	0.0209	0.0608	0.0116	0.0217	0.0644	0.0116	0.0243	0.0603	0.0109	0.0254	0.0600	0.0202	0.0277
3.2500	2.6418	0.0623	0.0143	0.0232	0.0560	0.0130	0.0218	0.0430	0.0099	0.0172	0.0518	0.0120	0.0235	0.0506	0.0274	0.0237
3.3500	2.6771	0.0457	0.0105	0.0208	0.0635	0.0148	0.0244	0.0462	0.0106	0.0224	0.0285	0.0066	0.0138	0.0609	0.0332	0.0333
3.4500	2.7119	0.0856	0.0366	0.0325	0.0538	0.0228	0.0215	0.0362	0.0156	0.0179	0.0522	0.0223	0.0263	0.0325	0.0220	0.0190
3.5500	2.7463	0.0439	0.0188	0.0248	0.0473	0.0202	0.0246	0.0266	0.0113	0.0174	0.0564	0.0239	0.0252	0.0453	0.0307	0.0326
